StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,CGPA,Grade
1395,20,1,3,2,5.808626073,26,0,1,0,0,5.957740225,D
1396,20,0,0,3,10.93374973,23,0,3,0,0,7.302010676,B
1397,20,1,3,1,13.65799962,18,0,2,0,0,7.990615065,B
1398,20,1,3,3,7.526012423,6,0,3,0,0,6.42397258,C
1399,20,1,2,1,16.8315482,17,1,3,1,0,8.920063981,A
1400,20,0,3,3,5.352184287,7,0,3,1,1,5.964390124,D
1401,20,0,1,2,7.844874087,13,0,3,0,0,6.506370937,C
1402,20,0,0,3,14.25683958,6,0,0,1,0,8.169246149,A
1403,20,1,0,2,16.33491763,27,0,3,0,1,8.742656633,A
1404,20,1,1,1,19.48111493,20,0,2,0,0,9.489797613,A+
1405,20,0,0,3,16.19661459,27,0,2,0,1,8.694552114,A
1406,20,1,1,1,15.67212198,26,0,0,0,0,8.484483118,A
1407,20,0,3,1,11.35641783,3,0,4,1,0,7.472432798,B
1408,20,0,0,2,5.242202175,16,0,4,1,0,5.898976501,D
1409,20,1,2,2,7.091366247,4,0,2,1,0,6.349489062,C
1410,20,1,3,3,13.53751514,11,0,2,0,1,8.009286619,A
1411,20,1,3,1,15.72424267,8,0,3,0,1,8.584600985,A
1412,20,1,3,2,11.71586219,25,0,1,0,0,7.478445368,B
1413,20,0,1,2,16.58834018,19,1,1,1,1,8.88254178,A
1414,20,0,3,0,13.34008015,12,0,3,0,0,7.921003709,B
1415,20,0,2,1,6.376074154,24,0,1,0,1,6.153734278,C
1416,20,0,0,1,8.209141682,27,0,2,1,1,6.688269637,C
1417,20,0,0,1,18.28886125,17,1,2,1,0,9.282732365,A+
1418,20,1,2,4,16.49864273,19,1,2,1,0,8.821950208,A
1419,20,0,0,2,19.14074202,8,0,1,1,1,9.489139212,A+
1420,20,0,1,2,7.050890542,3,0,2,0,0,6.289024616,C
1421,20,0,1,4,20.62568387,20,1,2,0,1,9.884453643,A+
1422,20,1,0,1,8.479659995,26,0,2,0,0,6.657867002,C
1423,20,1,1,3,5.405464742,7,0,3,0,0,5.87810656,D
1424,20,1,2,2,20.73769016,0,1,4,0,0,9.887399478,A+
1425,20,1,0,3,9.594482662,16,0,1,0,0,6.931920754,C
1426,20,0,0,1,15.61363593,24,0,3,1,0,8.556837671,A
1427,20,0,0,3,7.970613776,8,1,1,0,0,6.563518943,C
1428,20,1,0,1,14.24799939,19,0,2,0,0,8.142548123,A
1429,20,1,3,1,19.28498868,12,0,2,1,1,9.538951623,A+
1430,20,0,0,2,10.20281816,1,0,2,0,0,7.100363022,B
1431,20,0,1,1,15.64839518,12,0,3,1,1,8.615252706,A
1432,20,1,0,2,8.145166937,8,0,2,1,0,6.620955634,C
1433,20,1,0,2,14.94126176,29,0,2,1,0,8.371464943,A
1434,20,1,2,2,10.45589436,19,0,3,0,1,7.228814562,B
1435,20,1,2,1,8.507684022,5,1,1,1,0,6.75164813,C
1436,20,0,0,0,10.09394301,27,0,1,0,1,7.11098993,B
1437,20,0,0,1,8.004194399,0,1,0,1,0,6.60930833,C
1438,20,0,0,2,19.25202834,27,1,1,0,0,9.468633033,A+
1439,20,1,0,1,11.4006849,24,0,2,0,1,7.459762176,B
1440,20,1,1,1,9.037678077,4,0,2,1,0,6.850544523,C
1441,20,0,0,1,12.1974553,2,1,1,0,0,7.65140372,B
1442,20,0,0,0,10.20834037,3,0,0,1,0,7.12687354,B
1443,20,0,0,2,16.80207728,0,0,3,0,1,8.86172148,A
1444,20,0,3,3,20.33008752,13,0,3,1,1,9.820544671,A+
1445,20,1,3,1,12.0360791,8,1,4,1,0,7.697625951,B
1446,20,0,0,2,18.61607511,29,0,4,0,1,9.34250312,A+
1447,20,0,2,2,14.0245367,23,0,4,0,1,8.160198017,A
1448,20,0,0,2,7.668110346,3,0,3,1,1,6.560420713,C
1449,20,0,0,2,15.96524265,17,1,3,1,0,8.697043643,A
1450,20,0,2,2,13.20898107,13,0,1,0,0,7.862298212,B
1451,20,0,3,2,15.34276814,24,0,3,1,1,8.537105893,A
1452,20,0,3,0,19.0618042,3,0,0,0,0,9.35609536,A+
1453,20,1,1,2,12.07342665,24,0,3,0,1,7.645451757,B
1454,20,1,0,2,19.24054081,9,0,2,0,0,9.427375699,A+
1455,20,1,2,0,16.89929578,2,0,3,1,0,8.886838145,A
1456,20,1,0,1,12.82274329,22,0,0,1,1,7.850765766,B
1457,20,0,1,4,14.60567767,6,1,2,0,1,8.334050479,A
1458,20,1,0,2,10.28681762,9,0,2,0,0,7.122343266,B
1459,20,1,1,2,20.52262466,12,0,1,1,0,9.795066686,A+
1460,20,0,0,3,15.60324031,3,1,2,0,1,8.590728107,A
1461,20,0,0,2,5.904284372,17,0,0,1,1,6.069466347,C
1462,20,1,3,2,10.30300742,10,0,2,0,0,7.126555588,B
1463,20,1,0,2,14.91822453,24,1,2,0,0,8.365312052,A
1464,20,0,1,3,6.098517655,3,0,3,0,1,6.106347236,C
1465,20,1,0,2,5.593754087,23,0,2,1,0,5.964790585,D
1466,20,0,0,2,12.22259928,13,0,2,1,1,7.720865634,B
1467,20,0,0,1,10.3974028,17,0,4,0,0,7.176167696,B
1468,20,0,0,4,12.04020057,7,0,2,0,0,7.57364253,B
1469,20,0,2,2,9.308562598,26,1,2,0,0,6.921258386,C
1470,20,1,0,0,7.784498286,9,0,2,1,0,6.528150108,C
1471,20,0,3,3,15.94223,4,0,3,1,1,8.690541523,A
1472,20,0,1,2,13.22666181,22,0,2,1,1,7.979749914,B
1473,20,1,0,0,8.335732175,6,1,2,1,0,6.719925561,C
1474,20,0,1,2,10.1936133,11,1,3,1,1,7.260937781,B
1475,20,1,1,2,14.42812301,24,0,0,0,0,8.164141087,A
1476,20,1,2,3,6.345789862,2,1,3,0,1,6.21996016,C
1477,20,1,0,1,7.5159357,25,1,2,1,0,6.509722888,C
1478,20,0,0,3,6.361598286,3,0,2,0,0,6.1115743,C
1479,20,1,2,2,17.85826962,9,0,3,0,0,9.084025976,A+
1480,20,1,3,0,16.92636585,3,0,1,0,0,8.818851467,A
1481,20,0,2,4,16.94042338,14,1,3,0,1,8.947959305,A
1482,20,1,0,2,16.3650609,28,1,4,0,0,8.762961113,A
1483,20,1,2,1,15.63488437,9,0,2,0,0,8.499141169,A
1484,20,1,0,2,12.64209646,20,0,4,0,0,7.754171441,B
1485,20,1,0,3,15.21321588,29,0,0,0,0,8.366476384,A
1486,20,1,0,1,5.818957519,21,1,3,0,0,6.035177713,C
1487,20,0,1,1,14.88944657,15,1,2,1,0,8.407503501,A
1488,20,1,0,1,17.32254209,14,0,2,0,0,8.933831343,A
1489,20,1,0,1,13.00557449,18,0,1,1,1,7.910155766,B
1490,20,0,2,2,10.78354066,28,0,2,1,0,7.301063311,B
1491,20,0,0,2,9.537749208,19,1,1,1,0,7.017448716,B
1492,20,0,0,1,15.22136522,18,0,4,1,1,8.518085451,A
1493,20,1,0,1,15.99912976,17,0,3,0,1,8.655767485,A
1494,20,0,3,1,18.77060711,25,1,1,0,1,9.394607817,A+
1495,20,1,1,3,10.54741906,11,0,1,1,0,7.227020981,B
1496,20,1,0,1,17.19645811,24,1,3,0,0,8.964316928,A
1497,20,0,2,4,13.95442393,15,0,2,0,1,8.116792741,A
1498,20,0,2,2,18.9552343,0,0,1,0,0,9.34102684,A+
1499,20,1,0,1,13.4326328,15,1,2,1,0,8.03246365,A
1500,20,0,1,3,13.27424178,1,0,2,0,0,7.891065493,B
1501,20,1,2,2,14.21142127,23,0,1,0,0,8.120809287,A
1502,20,0,1,2,16.87823886,14,0,3,1,1,8.931950618,A
1503,20,0,0,4,20.22851856,6,0,3,1,0,9.744085807,A+
1504,20,0,2,0,6.366541066,27,0,0,0,1,6.138913428,C
1505,20,1,1,0,6.053427148,0,1,4,1,0,6.157105873,C
1506,20,0,0,2,19.80633858,4,1,2,0,1,9.672811567,A+
1507,20,1,0,1,13.46473195,9,1,1,1,0,8.02796054,A
1508,20,1,0,1,14.78738023,21,0,1,0,0,8.268994368,A
1509,20,1,0,0,12.72658936,20,1,1,0,0,7.788423159,B
1510,20,1,2,0,6.679115929,3,1,2,1,1,6.343315544,C
1511,20,0,0,2,17.17027922,13,0,1,0,1,8.932088586,A
1512,20,1,0,1,16.8457167,12,0,2,0,0,8.810989277,A
1513,20,1,1,2,10.07094056,0,0,1,1,0,7.103868214,B
1514,20,0,0,2,9.985943815,15,1,3,0,1,7.157653453,B
1515,20,1,3,2,18.25531037,22,0,3,1,1,9.286817301,A+
1516,20,0,0,0,6.347779565,8,1,2,0,0,6.158239053,C
1517,20,1,0,2,18.92830231,21,0,3,0,1,9.410026844,A+
1518,20,0,0,0,9.214737398,15,1,4,1,0,6.971615285,C
1519,20,1,0,2,14.44642941,18,0,3,0,0,8.206087192,A
1520,20,0,0,3,19.78213167,14,0,2,0,0,9.567024223,A+
1521,20,1,2,2,15.77079447,25,0,2,0,1,8.584840763,A
1522,20,1,3,2,11.66890819,13,0,3,1,0,7.540824271,B
1523,20,0,0,2,15.94830992,19,1,1,0,0,8.617773395,A
1524,20,0,1,1,10.57301656,9,1,2,0,1,7.296021873,B
1525,20,0,2,3,9.535130921,20,0,2,0,0,6.929319112,C
1526,20,0,2,3,20.72618432,11,0,3,0,1,9.872426321,A+
1527,20,1,0,1,16.90118137,27,0,3,0,1,8.888434681,A
1528,20,1,0,2,15.25119965,0,0,2,1,1,8.499965978,A
1529,20,0,0,3,10.74895001,20,0,1,1,0,7.279302791,B
1530,20,1,2,4,5.986946231,16,1,4,0,0,6.090702241,C
1531,20,0,2,2,5.705329183,8,1,0,0,1,6.017847635,C
1532,20,0,0,2,13.84281953,22,0,0,1,0,8.06337259,A
1533,20,1,0,1,17.07606455,18,0,2,0,0,8.870556331,A
1534,20,1,3,4,13.58145407,24,0,3,0,1,8.033675966,A
1535,20,1,2,1,18.30110112,17,0,3,1,0,9.248383377,A+
1536,20,1,3,2,5.742190515,27,0,4,1,1,6.078181603,C
1537,20,1,2,1,10.92725452,6,0,1,0,0,7.274583003,B
1538,20,1,0,1,8.909983863,8,0,2,0,0,6.767848902,C
1539,20,1,1,2,12.17980173,21,0,1,0,0,7.597703455,B
1540,20,0,1,4,6.348077227,25,0,3,0,0,6.121571238,C
1541,20,0,0,0,20.06426998,20,0,2,1,0,9.689924132,A+
1542,20,0,1,2,8.695084017,11,0,0,0,1,6.737658757,C
1543,20,0,2,0,19.56923206,6,1,3,1,0,9.624360126,A+
1544,20,0,0,1,11.84722686,13,1,2,0,0,7.574230347,B
1545,20,1,2,2,20.55259763,14,1,2,0,1,9.865371769,A+
1546,20,0,1,2,13.84090819,14,0,3,0,0,8.050024982,A
1547,20,0,3,1,19.70184455,5,0,1,1,0,9.583455233,A+
1548,20,0,0,1,5.305428713,20,0,1,1,1,5.92793122,D
1549,20,0,0,0,16.86149254,13,0,1,0,0,8.802595028,A
1550,20,0,1,1,19.26967683,1,1,2,0,1,9.534520875,A+
1551,20,0,0,4,7.395653264,7,0,1,1,1,6.465457567,C
1552,20,0,2,3,6.717513249,12,0,3,0,1,6.266100489,C
1553,20,1,2,1,11.826685,22,0,1,0,1,7.556842084,B
1554,20,1,0,2,19.74611632,5,0,4,0,0,9.582352487,A+
1555,20,0,1,3,13.65934649,4,1,1,0,1,8.077839579,A
1556,20,1,1,0,13.42710055,4,0,1,1,1,8.018050548,A
1557,20,1,0,3,7.417517396,24,0,1,0,0,6.37184179,C
1558,20,1,3,3,5.234503506,0,0,3,1,0,5.883783457,D
1559,20,1,2,0,17.82440141,8,1,2,1,1,9.212762553,A+
1560,20,0,1,1,6.584493202,5,0,3,1,0,6.231544906,C
1561,20,1,2,4,15.08210829,19,0,3,0,1,8.419779809,A
1562,20,1,0,2,19.44958929,25,0,4,0,0,9.506903924,A+
1563,20,1,3,0,8.467918649,29,1,3,0,0,6.717477661,C
1564,20,0,1,1,15.57091079,6,0,0,0,0,8.457538577,A
1565,20,0,2,2,6.446422304,8,0,3,1,0,6.196133484,C
1566,20,0,2,2,14.6139689,4,1,4,1,0,8.361096074,A
1567,20,0,0,2,7.772271215,13,1,4,1,0,6.600180168,C
1568,20,0,2,4,16.67038872,4,0,1,0,0,8.752997561,A
1569,20,0,0,1,9.908042363,7,1,3,0,1,7.13724307,B
1570,20,0,0,2,12.4305268,6,0,1,0,0,7.661583058,B
1571,20,1,0,2,14.54669732,12,1,1,1,1,8.356633338,A
1572,20,1,3,2,7.886475277,12,0,3,0,0,6.517036237,C
1573,20,1,2,1,16.75881051,7,0,4,0,0,8.813394061,A
1574,20,0,2,4,9.929960854,10,1,2,0,0,7.080519066,B
1575,20,0,2,3,15.52578449,27,1,3,1,0,8.584354667,A
1576,20,0,1,2,7.684403011,25,0,0,1,0,6.478092848,C
1577,20,0,3,2,15.9262747,17,1,0,1,0,8.649511794,A
1578,20,0,0,1,7.21625891,24,0,2,1,0,6.382530122,C
1579,20,1,0,2,11.83887883,18,1,2,0,0,7.572303467,B
1580,20,1,0,2,9.067650036,5,0,3,0,0,6.820804901,C
1581,20,0,2,2,16.86361499,21,0,2,0,1,8.865996984,A
1582,20,0,2,4,9.298322292,1,0,2,0,0,6.867511026,C
1583,20,0,0,2,18.93782477,27,0,2,1,1,9.450244957,A+
1584,20,0,0,1,19.09498107,12,0,1,0,0,9.377536362,A+
1585,20,1,2,2,8.277976015,22,0,4,0,0,6.630768017,C
1586,20,0,0,1,14.77093692,24,0,2,0,0,8.277394563,A
1587,20,0,2,1,6.586718871,27,1,2,0,0,6.220595657,C
1588,20,0,3,1,11.31279933,25,0,3,1,1,7.499681497,B
1589,20,0,0,2,16.31833801,10,0,2,0,0,8.675132847,A
1590,20,1,0,2,15.47991717,0,0,3,0,0,8.471346658,A
1591,20,0,2,2,14.93978819,23,0,1,0,0,8.308318924,A
1592,20,0,2,2,9.617302324,1,0,1,0,0,6.937128745,C
1593,20,1,1,2,11.10261032,29,0,4,0,1,7.408248548,B
1594,20,1,3,1,6.823606695,16,0,3,0,0,6.243590797,C
1595,20,1,0,3,16.40702165,7,0,2,1,0,8.74783009,A
1596,20,0,1,1,13.06049239,1,0,3,0,0,7.848538188,B
1597,20,0,2,1,16.24746539,5,0,4,0,0,8.681665288,A
1598,20,1,2,2,9.094677052,21,1,1,1,0,6.903473805,C
1599,20,1,0,1,10.26903911,4,0,0,0,0,7.092544173,B
1600,20,1,2,0,10.42112747,15,1,2,0,0,7.20718645,B
1601,20,1,1,2,5.622659707,7,0,1,1,1,6.009020891,C
1602,20,1,0,2,10.52741136,18,1,1,1,0,7.27218134,B
1603,20,1,0,2,17.71807114,15,0,3,1,0,9.098200167,A+
1604,20,0,2,4,19.18019882,12,0,0,0,0,9.386974687,A+
1605,20,0,0,2,13.28339602,25,1,3,0,0,7.956988814,B
1606,20,0,0,3,12.30780415,19,0,2,0,1,7.693067308,B
1607,20,1,0,1,5.701716291,6,0,2,0,0,5.941828649,D
1608,20,1,2,2,18.89873414,15,0,3,1,1,9.452148194,A+
1609,20,1,1,3,5.42460332,22,1,2,0,0,5.921200232,D
1610,20,1,2,2,19.91833458,15,0,1,0,0,9.58963253,A+
1611,20,1,0,2,12.83225276,28,0,1,1,0,7.815980534,B
1612,20,1,1,1,10.54120323,11,1,3,1,0,7.300420788,B
1613,20,0,1,0,19.59895343,13,0,1,1,0,9.55732266,A+
1614,20,0,2,2,5.601637671,23,1,0,1,0,5.991820122,D
1615,20,1,3,1,14.26660948,17,0,4,0,0,8.172250186,A
1616,20,0,0,3,13.7611726,26,1,4,1,1,8.192531311,A
1617,20,1,1,1,8.633872908,27,0,2,0,1,6.747611776,C
1618,20,0,0,4,11.89380449,17,0,0,0,0,7.511398997,B
1619,20,1,1,4,15.3685512,15,0,3,1,0,8.493343444,A
1620,20,1,0,1,16.53315195,19,0,3,1,0,8.793334209,A
1621,20,0,0,1,5.233373358,15,0,1,1,1,5.90915918,D
1622,20,0,0,3,19.7954978,12,0,1,1,0,9.607876289,A+
1623,20,1,1,4,7.781505793,25,0,3,1,0,6.540590836,C
1624,20,1,0,2,8.855695643,28,0,4,0,0,6.779761917,C
1625,20,0,2,1,9.320698044,8,0,3,1,0,6.936082516,C
1626,20,0,0,2,5.810535457,25,0,1,1,1,6.058187329,C
1627,20,1,0,2,7.136366367,27,0,2,1,1,6.412096045,C
1628,20,0,2,1,20.56544325,8,0,3,0,0,9.780912057,A+
1629,20,1,0,2,10.12559369,12,0,1,0,0,7.068471365,B
1630,20,1,0,0,7.015794739,28,0,1,1,0,6.318600718,C
1631,20,1,1,0,6.886530729,3,1,1,0,0,6.284212084,C
1632,20,1,0,1,16.41382172,8,0,2,0,0,8.699625133,A
1633,20,0,0,1,18.51551255,14,0,2,0,0,9.240947786,A+
1634,20,0,0,1,9.219257992,13,0,3,0,1,6.910190171,C
1635,20,0,3,2,5.547481303,18,1,3,1,1,6.06515597,C
1636,20,0,1,1,8.692511398,11,0,4,0,0,6.736996466,C
1637,20,0,1,1,6.10135519,20,1,3,1,0,6.157833282,C
1638,20,0,1,1,6.830587903,25,0,1,0,0,6.220788028,C
1639,20,0,0,4,11.93457075,24,1,2,0,1,7.647204911,B
1640,20,1,0,2,8.798730213,5,0,2,0,1,6.789074604,C
1641,20,0,2,2,13.248047,2,0,0,1,0,7.909366395,B
1642,20,0,0,2,9.165458384,25,0,4,0,1,6.909373417,C
1643,20,1,0,4,19.85280246,24,1,0,1,1,9.710662044,A+
1644,20,0,0,1,19.31468395,21,1,2,1,0,9.546996326,A+
1645,20,0,0,2,14.03920608,19,0,2,1,0,8.138796701,A
1646,20,1,3,2,10.73548432,15,0,2,1,0,7.288113984,B
1647,20,0,0,2,11.15117372,29,0,3,0,0,7.358250632,B
1648,20,0,1,0,11.62881329,19,0,2,0,0,7.468268969,B
1649,20,0,0,2,16.54012279,23,0,1,0,0,8.720306549,A
1650,20,1,3,0,12.24771771,22,0,1,0,0,7.615232083,B
1651,20,0,0,2,18.5491325,16,1,4,1,1,9.424691742,A+
1652,20,0,0,2,19.90814111,15,0,1,1,0,9.63700834,A+
1653,20,1,2,1,10.44805127,5,0,1,0,0,7.151173227,B
1654,20,0,2,3,13.94413638,7,0,2,0,0,8.063788773,A
1655,20,1,0,0,6.700879462,18,1,1,1,0,6.28708498,C
1656,20,1,0,3,8.340629632,29,1,2,0,0,6.672208577,C
1657,20,0,0,2,11.65391193,24,0,3,1,0,7.537452544,B
1658,20,1,0,1,8.429820025,25,1,3,0,0,6.707491834,C
1659,20,1,0,1,18.85760763,1,1,3,0,1,9.440938429,A+
1660,20,0,0,4,7.684452872,13,0,1,1,1,6.540072351,C
1661,20,1,0,0,12.31027945,21,0,2,0,1,7.693793434,B
1662,20,1,0,1,14.64421041,11,1,0,1,0,8.31919251,A
1663,20,0,1,1,15.98454968,16,0,0,1,0,8.61446957,A
1664,20,0,3,2,11.18107908,27,0,2,1,0,7.403360533,B
1665,20,0,1,2,18.74154107,26,0,1,1,1,9.387169546,A+
1666,20,1,0,1,14.06274235,14,0,3,0,0,8.10713362,A
1667,20,0,0,1,12.05900992,17,1,3,1,1,7.741429223,B
1668,20,1,3,1,6.268187641,15,0,3,1,0,6.150560144,C
1669,20,1,0,1,12.45072506,12,0,3,1,1,7.792049533,B
1670,20,1,0,2,17.98922419,20,1,0,1,1,9.230727604,A+
1671,20,1,1,2,14.78174917,16,0,2,1,0,8.329822496,A
1672,20,1,1,1,18.1669715,7,0,1,0,1,9.188408815,A+
1673,20,1,1,1,12.90684821,0,1,2,1,0,7.896439826,B
1674,20,1,0,1,7.064959857,28,0,1,1,1,6.381257709,C
1675,20,0,0,4,5.434397602,24,0,0,1,1,5.948810546,D
1676,20,0,3,4,9.938970727,25,0,2,0,1,7.08350522,B
1677,20,1,0,3,16.07985178,26,0,3,1,0,8.676948436,A
1678,20,1,1,1,17.51515406,2,1,3,0,0,9.045383734,A+
1679,20,0,2,0,9.822821872,15,0,2,0,1,7.053159597,B
1680,20,1,1,1,12.93239432,27,0,2,1,1,7.904216378,B
1681,20,0,0,1,11.77296074,1,0,2,1,0,7.55457806,B
1682,20,0,0,2,11.6081322,14,0,3,0,0,7.475222639,B
1683,20,0,1,2,8.820979983,0,1,0,1,0,6.819580328,C
1684,20,1,2,3,7.343550523,8,1,3,0,1,6.477088764,C
1685,20,1,3,3,8.281822017,15,1,2,0,1,6.706447015,C
1686,20,0,0,1,6.082948245,3,0,1,0,0,6.027339071,C
1687,20,0,0,2,8.304255984,11,1,0,1,0,6.687044602,C
1688,20,0,3,1,5.365347296,0,0,1,0,0,5.842467677,D
1689,20,0,2,0,14.97957512,0,1,2,0,0,8.380039386,A
1690,20,0,2,2,10.14361745,6,1,3,1,1,7.247844706,B
1691,20,1,0,0,20.36002884,17,0,2,0,0,9.715930497,A+
1692,20,0,1,2,8.235598568,22,0,2,1,0,6.644858433,C
1693,20,1,2,1,10.60177776,27,0,4,1,1,7.32922611,B
1694,20,0,1,2,10.78864025,22,0,1,1,0,7.289609473,B
1695,20,1,0,2,5.353689939,14,1,1,0,0,5.890088847,D
1696,20,1,0,1,18.27656816,25,0,2,0,1,9.229923206,A+
1697,20,1,1,3,5.719913824,29,0,3,1,0,6.010035616,C
1698,20,1,0,1,19.84724187,24,0,3,0,1,9.646730535,A+
1699,20,1,0,2,19.09893435,12,1,2,0,0,9.441054089,A+
1700,20,1,3,2,13.55256314,15,0,4,0,1,8.03833833,A
1701,20,0,0,2,13.67815339,6,0,3,0,0,8.007770086,A
1702,20,1,2,4,15.39210102,15,0,0,1,0,8.461906073,A
1703,20,0,0,1,11.24300019,12,0,3,1,0,7.431134738,B
1704,20,1,1,2,15.29012441,13,0,0,0,1,8.435564485,A
1705,20,1,3,2,5.91861938,16,1,3,0,1,6.110612284,C
1706,20,0,0,3,6.062963092,11,0,1,1,0,6.072549681,C
1707,20,1,0,1,12.33469542,28,0,3,0,0,7.662890154,B
1708,20,0,0,2,13.77190246,23,0,2,1,0,8.070160256,A
1709,20,0,0,2,19.03271885,23,0,3,0,0,9.386996563,A+
1710,20,0,2,1,6.850276527,19,0,2,1,1,6.33808997,C
1711,20,0,3,2,18.01896776,12,0,3,1,0,9.175529185,A+
1712,20,1,0,1,8.489625247,23,0,1,0,1,6.697799107,C
1713,20,1,0,2,11.35241231,19,0,4,0,1,7.472112734,B
1714,20,0,0,3,10.14714899,14,0,3,0,0,7.099109415,B
1715,20,1,2,2,11.4468598,23,1,1,1,1,7.559104925,B
1716,20,1,0,2,7.563263303,20,0,4,0,0,6.44668461,C
1717,20,0,1,2,13.05553449,3,1,2,1,0,7.934850722,B
1718,20,1,1,0,17.69221806,21,1,3,0,1,9.141811258,A+
1719,20,0,1,1,12.09052905,1,0,3,1,0,7.648832348,B
1720,20,0,0,2,12.85398896,27,1,0,1,0,7.859031823,B
1721,20,1,2,1,18.42527355,17,0,4,0,1,9.292850132,A+
1722,20,1,0,1,16.20534845,1,0,2,0,0,8.645644991,A
1723,20,1,0,2,12.85151302,24,0,1,0,0,7.770761089,B
1724,20,0,2,1,9.230821194,14,0,3,1,1,6.963211428,C
1725,20,0,2,1,18.9877494,29,0,3,0,0,9.375686364,A+
1726,20,1,0,2,14.19809514,25,0,0,0,1,8.154967518,A
1727,20,1,0,1,8.662296157,18,0,1,1,0,6.742029013,C
1728,20,1,0,3,9.408529485,14,0,3,0,0,6.908960371,C
1729,20,1,0,3,17.71540361,25,0,0,1,1,9.110457885,A+
1730,20,0,0,2,5.908930966,19,0,4,0,0,6.020751447,C
1731,20,1,0,1,20.65476735,9,0,3,0,1,9.85395196,A+
1732,20,0,0,2,7.249915018,27,0,2,0,1,6.391327831,C
1733,20,0,2,3,17.6055104,23,0,2,1,1,9.10707826,A+
1734,20,1,1,2,11.36317159,19,0,2,0,0,7.399882587,B
1735,20,1,1,1,12.87891841,10,1,2,1,0,7.889694066,B
1736,20,1,0,2,18.92123121,25,1,3,0,1,9.458384248,A+
1737,20,0,3,3,11.64528517,9,0,4,0,0,7.497065019,B
1738,20,1,2,2,13.58323617,28,1,2,1,0,8.071812524,A
1739,20,1,2,2,5.98910586,22,0,2,0,0,6.01652488,C
1740,20,0,2,2,5.258738482,4,0,1,0,0,5.815200249,D
1741,20,1,3,2,9.030220247,8,1,3,0,0,6.861302368,C
1742,20,0,1,0,15.80907033,19,0,3,1,1,8.656927775,A
1743,20,1,0,2,7.108565008,18,1,3,1,0,6.417038906,C
1744,20,0,1,0,6.991852693,12,0,0,0,0,6.249226005,C
1745,20,1,2,2,11.61494279,17,0,3,0,1,7.52710928,B
1746,20,1,2,1,15.29968727,16,0,2,1,0,8.463159665,A
1747,20,0,1,2,16.29889766,26,0,3,1,1,8.783339263,A
1748,20,0,0,1,7.998121597,5,0,3,0,0,6.54546718,C
1749,20,1,0,2,6.46026007,9,0,3,1,1,6.249740302,C
1750,20,0,3,2,19.85062053,1,1,2,0,0,9.634078109,A+
1751,20,0,1,1,9.277032618,23,0,3,0,1,6.925508024,C
1752,20,0,1,1,18.49650107,5,0,0,0,0,9.210653501,A+
1753,20,0,0,1,18.65431145,27,0,3,0,0,9.289757735,A+
1754,20,1,0,3,17.23924032,27,1,0,0,0,8.937964044,A
1755,20,1,2,2,7.84852277,20,0,2,1,1,6.595121359,C
1756,20,0,1,2,18.00580048,12,0,1,0,0,9.097139422,A+
1757,20,0,2,1,17.18834203,17,1,3,0,1,9.011916426,A+
1758,20,0,0,2,14.50457985,6,0,2,0,0,8.208024015,A
1759,20,0,1,3,10.46758721,1,0,3,1,0,7.231024751,B
1760,20,1,0,3,9.3056894,28,1,3,1,0,6.983107603,C
1761,20,1,2,2,7.118276632,13,1,3,0,1,6.41931683,C
1762,20,0,0,0,13.1517766,4,0,1,0,1,7.897171583,B
1763,20,0,0,1,14.32628029,17,0,3,0,1,8.225111745,A
1764,20,0,1,0,10.81193985,10,1,2,0,1,7.357574354,B
1765,20,1,3,1,12.61669661,9,0,0,0,0,7.697143653,B
1766,20,0,0,1,10.87689156,10,1,1,0,1,7.361795419,B
1767,20,1,2,1,15.19342756,26,0,1,1,0,8.423748777,A
1768,20,0,0,1,19.2418099,1,0,0,0,1,9.452346857,A+
1769,20,1,0,3,7.772092965,14,0,2,0,0,6.475178724,C
1770,20,0,0,2,11.15524815,6,1,0,0,1,7.420777326,B
1771,20,1,0,3,7.413511617,8,1,2,1,0,6.482599438,C
1772,20,0,1,2,14.94356976,4,0,1,0,0,8.308448001,A
1773,20,0,0,1,16.56020793,6,1,1,0,0,8.774721679,A
1774,20,0,0,2,19.71864251,19,0,4,1,0,9.625901894,A+
1775,20,1,3,1,9.560229964,1,0,2,0,0,6.934936126,C
1776,20,0,0,2,20.00328542,2,1,1,0,1,9.710924364,A+
1777,20,1,2,1,6.206308228,1,1,2,0,1,6.171507783,C
1778,20,1,0,4,14.60243787,20,1,1,1,0,8.321338655,A
1779,20,0,1,1,6.110953412,21,1,0,0,0,6.072848678,C
1780,20,0,0,1,19.12537625,22,0,0,1,0,9.423305695,A+
1781,20,0,0,3,13.46369644,18,0,4,0,1,8.01559396,A
1782,20,1,0,0,15.63430768,3,1,3,0,0,8.561226041,A
1783,20,0,0,2,18.15781663,23,0,3,1,0,9.211763109,A+
1784,20,1,0,2,7.560387461,19,0,4,0,0,6.445899813,C
1785,20,1,1,3,5.822535408,6,0,4,0,0,5.997932133,D
1786,20,0,2,4,18.89370671,27,0,3,0,0,9.351387275,A+
1787,20,0,2,4,10.12118354,21,1,3,1,0,7.192736022,B
1788,20,0,1,0,7.22856079,6,0,2,0,0,6.334897099,C
1789,20,0,0,3,12.50939702,16,1,1,0,0,7.732331727,B
