CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
201031,1,46,Self Enquiry,3,15,Small Business,Male,2,3,Standard,3,Married,5,0,3,0,1,Senior Manager,25096
201032,1,,Company Invited,1,8,Salaried,Female,2,4,Basic,5,Single,3,1,3,0,0,Executive,18646
201033,1,31,Company Invited,1,6,Salaried,Female,3,1,Standard,4,Unmarried,2,0,3,1,2,Senior Manager,22446
201034,0,45,Self Enquiry,1,26,Small Business,Male,3,5,Standard,5,Married,3,1,3,0,0,Senior Manager,25851
201035,0,31,Self Enquiry,2,14,Small Business,Female,3,1,Basic,4,Single,1,0,1,0,2,Executive,17109
201036,1,,Company Invited,1,8,Salaried,Male,3,3,Basic,3,Divorced,7,1,3,1,1,Executive,
201037,0,45,Self Enquiry,1,35,Large Business,Male,2,3,Standard,3,Divorced,5,1,5,1,0,Senior Manager,24380
201038,0,48,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,5,Married,5,0,4,1,1,Manager,20486
201039,1,34,Self Enquiry,2,15,Large Business,Female,2,3,Basic,3,Divorced,2,0,1,1,0,Executive,17742
201040,0,40,Company Invited,1,14,Small Business,Male,2,4,Standard,4,Married,3,0,1,1,1,Senior Manager,28757
201041,0,28,Self Enquiry,3,11,Small Business,Male,2,3,Deluxe,5,Unmarried,1,0,1,1,0,Manager,23463
201042,0,44,Company Invited,1,11,Salaried,Male,2,4,Basic,3,Single,4,0,1,0,1,Executive,18162
201043,0,53,Self Enquiry,1,8,Small Business,Male,2,1,Super Deluxe,4,Single,5,0,1,1,0,AVP,31598
201044,0,49,Self Enquiry,1,11,Large Business,Male,3,3,Deluxe,3,Divorced,3,0,3,0,0,Manager,21651
201045,0,40,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Married,3,0,1,0,0,Executive,17345
201046,0,,Self Enquiry,1,26,Salaried,Male,2,3,Basic,4,Single,2,0,5,1,1,Executive,18420
201047,0,33,,3,,Small Business,Male,2,3,Deluxe,5,Divorced,1,0,3,0,0,Manager,
201048,0,34,Self Enquiry,3,,Salaried,Male,2,5,Deluxe,5,Single,4,0,5,1,1,Manager,19759
201049,0,30,Self Enquiry,3,22,Salaried,Male,3,3,Deluxe,3,Divorced,1,0,3,0,2,Manager,20301
201050,0,,Company Invited,1,15,Small Business,Female,3,3,Basic,3,Single,2,0,4,1,1,Executive,18673
201051,0,44,Company Invited,3,,Small Business,Female,3,3,Deluxe,3,Divorced,1,0,4,1,1,Manager,19768
201052,0,30,Company Invited,1,13,Large Business,Male,3,3,Basic,3,Married,2,0,5,0,0,Executive,16274
201053,0,57,Self Enquiry,1,6,Salaried,Male,3,1,Deluxe,3,Divorced,1,0,3,1,2,Manager,19900
201054,0,49,Self Enquiry,1,13,Salaried,Male,2,3,Standard,4,Married,4,0,4,0,1,Senior Manager,25466
201055,0,34,Company Invited,1,21,Small Business,Male,3,3,Super Deluxe,5,Married,1,0,4,1,2,AVP,32007
201056,1,28,Company Invited,3,6,Large Business,Male,3,3,Basic,3,Divorced,4,0,3,1,0,Executive,17909
201057,1,29,Company Invited,3,19,Large Business,Female,2,3,Deluxe,4,Single,6,0,3,0,1,Manager,20765
201058,1,34,Self Enquiry,3,,Small Business,Female,2,4,Deluxe,4,Single,1,1,5,1,0,Manager,19599
201059,0,35,Self Enquiry,3,13,Salaried,Male,3,3,Basic,3,Divorced,2,0,3,1,0,Executive,17404
201060,1,24,Company Invited,1,15,Small Business,Male,2,3,Basic,5,Single,3,1,3,0,1,Executive,18172
201061,0,24,Company Invited,3,19,Salaried,Female,3,3,Basic,4,Divorced,2,0,1,0,0,Executive,17033
201062,0,44,Company Invited,1,8,Small Business,Male,2,3,Standard,3,Unmarried,6,1,1,0,1,Senior Manager,25209
201063,0,29,Self Enquiry,3,25,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,1,0,Manager,23620
201064,0,30,Self Enquiry,2,6,Salaried,Male,2,3,Basic,3,Married,1,0,1,0,1,Executive,17064
201065,0,,Self Enquiry,1,10,Salaried,Male,1,3,Deluxe,3,Divorced,1,1,4,0,0,Manager,
201066,0,,Self Enquiry,1,10,Small Business,Female,2,4,Basic,4,Divorced,1,0,1,0,0,Executive,
201067,0,47,Self Enquiry,3,,Small Business,Female,3,3,Deluxe,3,Divorced,4,1,5,1,0,Manager,19591
201068,1,28,Company Invited,1,8,Small Business,Male,2,4,Basic,5,Single,1,0,4,0,0,Executive,17561
201069,0,28,Self Enquiry,1,6,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,16563
201070,0,28,Company Invited,3,,Salaried,Male,2,3,Deluxe,5,Single,1,0,3,1,1,Manager,19898
201071,0,49,Self Enquiry,1,,Small Business,Female,2,4,Deluxe,5,Divorced,5,0,3,1,1,Manager,19789
201072,0,29,Company Invited,1,8,Salaried,Female,3,3,Basic,4,Divorced,1,0,5,0,2,Executive,18180
201073,0,28,Self Enquiry,1,35,Salaried,Male,3,5,Deluxe,4,Divorced,2,0,1,1,2,Manager,21549
201074,0,33,Self Enquiry,1,14,Salaried,Male,3,3,Deluxe,3,Unmarried,3,1,3,0,2,Manager,21388
201075,0,32,Self Enquiry,1,16,Small Business,Male,1,3,Standard,3,Unmarried,3,0,1,0,0,Senior Manager,26244
201076,0,54,Company Invited,1,17,Small Business,Female,2,3,Super Deluxe,3,Married,4,0,3,1,0,AVP,31032
201077,1,29,Self Enquiry,1,6,Large Business,Male,3,4,Basic,5,Single,7,0,3,0,2,Executive,17362
201078,0,44,Self Enquiry,1,34,Salaried,Male,2,3,Super Deluxe,5,Divorced,4,0,1,1,0,AVP,31328
201079,0,39,Self Enquiry,1,12,Salaried,Female,2,3,Standard,4,Unmarried,5,0,3,0,1,Senior Manager,23376
201080,0,46,Self Enquiry,3,9,Salaried,Female,2,3,Super Deluxe,4,Divorced,1,0,4,1,0,AVP,31606
201081,0,35,Self Enquiry,1,22,Salaried,Fe Male,3,4,Standard,4,Unmarried,2,0,1,1,2,Senior Manager,23606
201082,0,23,Self Enquiry,1,26,Salaried,Male,3,3,Deluxe,3,Single,1,0,4,1,2,Manager,17272
201083,1,40,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,4,0,1,1,1,Executive,17018
201084,0,34,Self Enquiry,3,6,Large Business,Male,3,4,Standard,3,Divorced,2,1,1,1,1,Senior Manager,22083
201085,1,,Company Invited,1,9,Salaried,Female,2,3,Basic,3,Single,2,0,4,1,1,Executive,
201086,0,50,Company Invited,1,28,Small Business,Male,2,5,Super Deluxe,3,Single,2,1,1,1,1,AVP,29411
201087,0,34,Self Enquiry,3,13,Large Business,Male,2,3,Basic,3,Married,1,1,1,0,1,Executive,17308
201088,0,42,Self Enquiry,1,,Small Business,Male,3,4,Basic,4,Married,5,0,1,1,2,Executive,19841
201089,0,37,Self Enquiry,1,,Small Business,Male,2,3,Deluxe,3,Married,2,0,1,0,0,Manager,
201090,0,29,Self Enquiry,1,14,Salaried,Female,2,5,Deluxe,5,Married,4,0,1,0,0,Manager,24715
201091,0,33,Self Enquiry,1,,Salaried,Male,2,4,Deluxe,4,Single,2,0,1,0,1,Manager,
201092,0,45,Self Enquiry,1,34,Large Business,Male,3,3,Basic,3,Married,5,0,3,1,2,Executive,17132
201093,0,42,Company Invited,1,8,Salaried,Male,2,3,Standard,3,Married,3,1,3,1,0,Senior Manager,25124
201094,0,40,Self Enquiry,3,15,Small Business,Male,2,3,Deluxe,5,Married,1,0,3,1,1,Manager,20473
201095,0,33,Self Enquiry,1,34,Salaried,Male,3,3,Deluxe,3,Married,2,1,1,1,0,Manager,20207
201096,0,40,Self Enquiry,2,12,Small Business,Male,2,3,Super Deluxe,3,Single,2,1,3,1,1,AVP,31437
201097,0,24,Self Enquiry,1,27,Large Business,Male,2,4,Basic,5,Married,1,0,3,0,0,Executive,17296
201098,0,,Company Invited,1,14,Salaried,Male,3,3,Deluxe,3,Married,4,1,3,1,1,Manager,
201099,0,45,Self Enquiry,1,6,Large Business,Male,3,3,Standard,4,Married,2,0,3,1,1,Senior Manager,22441
201100,0,35,Self Enquiry,3,34,Salaried,Female,3,4,Basic,3,Married,1,0,4,1,2,Executive,17430
201101,0,32,Self Enquiry,1,11,Salaried,Female,3,4,Deluxe,4,Married,4,0,3,1,0,Manager,20878
201102,0,36,Self Enquiry,3,8,Salaried,Male,3,3,Basic,3,Single,4,1,3,0,0,Executive,17644
201103,0,48,Self Enquiry,3,22,Salaried,Female,3,3,Deluxe,3,Married,1,0,4,1,0,Manager,21439
201104,0,29,Self Enquiry,1,15,Salaried,Male,3,1,Basic,3,Married,7,0,5,1,0,Executive,17451
201105,0,33,Self Enquiry,3,14,Salaried,Male,2,3,Deluxe,5,Married,3,0,5,1,0,Manager,21392
201106,1,30,Self Enquiry,3,6,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,1,1,Manager,24714
201107,0,38,Company Invited,2,16,Salaried,Male,3,3,Deluxe,3,Married,4,0,3,0,2,Manager,21077
201108,0,35,Self Enquiry,1,6,Small Business,Male,3,4,Basic,5,Single,2,0,1,0,2,Executive,17450
201109,0,30,Self Enquiry,3,35,Large Business,Male,2,3,Standard,4,Married,4,0,4,0,1,Senior Manager,24250
201110,1,35,Self Enquiry,1,8,Salaried,Female,3,3,Basic,5,Married,2,1,1,1,1,Executive,17074
201111,1,53,Self Enquiry,1,8,Large Business,Female,3,4,Standard,3,Married,1,0,5,1,2,Senior Manager,25169
201112,1,38,Self Enquiry,1,,Small Business,Male,2,3,Deluxe,4,Married,5,0,4,0,0,Manager,19855
201113,0,,Company Invited,1,6,Large Business,Male,3,3,Deluxe,5,Married,5,0,4,1,2,Manager,
201114,0,48,Self Enquiry,1,21,Salaried,Female,3,3,Basic,5,Married,1,0,1,1,0,Executive,17367
201115,0,34,Self Enquiry,1,13,Small Business,Male,2,3,Basic,3,Single,2,0,1,0,1,Executive,17972
201116,0,55,Self Enquiry,3,32,Small Business,Male,2,4,King,3,Married,2,0,3,1,1,VP,34586
201117,0,34,Self Enquiry,1,6,Salaried,Male,2,3,Deluxe,3,Married,1,0,4,1,0,Manager,20484
201118,0,26,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17061
201119,0,38,Self Enquiry,3,20,Salaried,Male,3,3,Deluxe,4,Married,1,0,5,1,2,Manager,24924
201120,0,,Self Enquiry,3,22,Salaried,Female,2,3,Deluxe,4,Single,3,0,1,0,0,Manager,
201121,0,36,Self Enquiry,3,6,Salaried,Female,3,3,Deluxe,3,Unmarried,7,0,1,1,1,Manager,21815
201122,0,29,Self Enquiry,1,,Small Business,Male,2,3,Basic,5,Single,2,1,3,0,1,Executive,19723
201123,0,35,Self Enquiry,1,16,Small Business,Female,2,3,Deluxe,3,Single,4,1,1,1,0,Manager,21142
201124,0,39,Self Enquiry,3,12,Small Business,Male,2,1,Standard,3,Married,3,0,4,1,1,Senior Manager,23237
201125,0,29,Company Invited,1,8,Salaried,Male,2,3,Deluxe,3,Married,2,0,3,0,0,Manager,23853
201126,0,50,Self Enquiry,3,5,Small Business,Male,2,3,King,3,Married,5,1,5,0,1,VP,34331
201127,0,23,Self Enquiry,1,16,Large Business,Male,2,1,Basic,3,Married,3,0,1,1,0,Executive,17073
201128,0,36,Company Invited,1,12,Salaried,Male,3,1,Deluxe,5,Married,4,1,4,1,1,Manager,20562
201129,0,42,Self Enquiry,1,15,Salaried,Male,3,4,King,3,Single,1,0,1,1,1,VP,34613
201130,0,,Self Enquiry,1,34,Salaried,Male,2,1,Deluxe,3,Married,2,0,5,1,0,Manager,18407
201131,0,34,Company Invited,1,16,Large Business,Male,3,4,Deluxe,3,Married,2,0,4,1,1,Manager,20063
201132,0,40,Self Enquiry,3,,Salaried,Female,2,3,Deluxe,5,Married,2,0,3,0,1,Manager,19639
201133,0,43,Self Enquiry,1,,Large Business,Male,2,1,Basic,4,Married,6,0,5,1,1,Executive,19876
201134,0,35,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Married,2,0,3,1,0,Executive,17690
201135,0,46,Self Enquiry,3,6,Salaried,Male,2,1,Super Deluxe,5,Single,2,0,4,1,1,AVP,32567
201136,1,28,Self Enquiry,1,30,Small Business,Male,2,3,Basic,4,Married,2,1,1,0,0,Executive,17408
201137,0,22,Company Invited,1,32,Salaried,Female,2,4,Basic,3,Married,2,1,3,0,0,Executive,17814
201138,0,50,Company Invited,1,26,Small Business,Male,2,3,Super Deluxe,3,Married,3,1,4,1,1,AVP,26245
201139,0,32,Self Enquiry,1,11,Salaried,Female,2,1,Basic,3,Married,4,0,5,1,1,Executive,18312
201140,0,44,Self Enquiry,1,13,Small Business,Female,2,3,King,3,Married,1,1,4,1,1,VP,34049
201141,0,30,Self Enquiry,1,13,Small Business,Male,2,4,Basic,4,Married,2,0,5,0,0,Executive,17141
201142,0,45,Self Enquiry,1,11,Small Business,Female,2,5,Deluxe,5,Single,2,1,3,1,0,Manager,20769
201143,0,45,,3,,Small Business,Male,2,4,Deluxe,5,Married,2,0,3,0,0,Manager,
201144,0,31,Company Invited,3,8,Salaried,Male,2,3,Deluxe,5,Single,1,0,1,0,0,Manager,20332
201145,0,36,Self Enquiry,1,,Salaried,Female,3,3,Deluxe,3,Married,1,1,1,0,2,Manager,19663
201146,0,34,Company Invited,1,,Salaried,Male,2,1,Deluxe,3,Married,2,0,4,1,0,Manager,19724
201147,0,49,Self Enquiry,1,31,Salaried,Female,2,3,Basic,5,Married,2,0,3,0,0,Executive,18211
201148,0,39,Self Enquiry,1,16,Small Business,Male,3,3,Deluxe,5,Married,3,0,5,1,2,Manager,20377
201149,0,,Self Enquiry,1,25,Salaried,Male,3,4,Basic,5,Married,2,0,1,0,0,Executive,
201150,0,35,Self Enquiry,1,24,Salaried,Male,2,1,Deluxe,5,Married,2,0,3,0,1,Manager,20208
201151,0,28,Self Enquiry,1,33,Small Business,Female,2,5,Deluxe,5,Married,1,0,4,1,0,Manager,20208
201152,0,21,Self Enquiry,1,11,Small Business,Male,3,3,Basic,3,Single,2,0,1,1,1,Executive,18117
201153,1,18,Company Invited,3,9,Small Business,Female,3,3,Basic,3,Single,2,1,5,0,1,Executive,16569
201154,0,47,Self Enquiry,2,32,Salaried,Female,3,3,King,3,Married,4,0,4,1,,VP,34658
201155,0,39,Self Enquiry,1,9,Small Business,Male,3,4,Deluxe,3,Married,1,0,4,0,2,Manager,18069
201156,0,40,Self Enquiry,1,21,Salaried,Female,3,4,Standard,3,Married,2,0,1,1,1,Senior Manager,25435
201157,0,,Company Invited,1,14,Salaried,Female,2,3,Deluxe,3,Married,2,0,5,1,1,Manager,
201158,0,37,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,20768
201159,0,39,Company Invited,1,10,Small Business,Female,2,,Deluxe,3,Single,1,0,3,1,0,Manager,20042
201160,0,45,Self Enquiry,1,8,Salaried,Female,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,20770
201161,0,38,Self Enquiry,1,8,Small Business,Female,2,4,Standard,3,Married,4,1,5,1,1,Senior Manager,22756
201162,1,35,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,1,1,Senior Manager,25306
201163,0,,Self Enquiry,1,16,Small Business,Female,3,3,Basic,4,Married,2,0,1,1,0,Executive,
201164,0,40,Self Enquiry,1,22,Salaried,Female,2,3,Standard,3,Unmarried,7,1,4,1,0,Senior Manager,22945
201165,0,44,Company Invited,2,6,Salaried,Male,2,3,Deluxe,3,Married,5,1,5,1,1,Manager,20743
201166,0,48,Company Invited,1,10,Small Business,Male,2,4,Super Deluxe,3,Married,3,0,5,1,1,AVP,30202
201167,1,35,Self Enquiry,3,21,Small Business,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440
201168,0,,Company Invited,1,8,Large Business,Female,2,3,Basic,3,Single,2,1,3,1,1,Executive,
201169,0,,Self Enquiry,1,14,Small Business,Female,2,1,Basic,3,Married,1,0,4,0,0,Executive,18517
201170,0,27,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,3,0,3,0,1,Executive,17580
201171,1,40,Self Enquiry,1,13,Salaried,Male,3,3,Basic,5,Single,4,1,3,0,1,Executive,17166
201172,0,29,Self Enquiry,3,16,Small Business,Male,2,4,Deluxe,3,Single,1,0,4,1,0,Manager,20869
201173,0,36,Self Enquiry,1,11,Salaried,Female,2,3,Standard,5,Married,5,0,4,1,1,Senior Manager,23008
201174,0,25,Company Invited,1,8,Salaried,Male,3,1,Deluxe,3,Married,2,0,1,0,1,Manager,20206
201175,0,39,Self Enquiry,1,18,Small Business,Male,3,3,Deluxe,4,Married,5,0,3,1,1,Manager,20295
201176,0,49,Self Enquiry,1,28,Salaried,Female,3,3,Super Deluxe,4,Married,4,0,4,0,1,AVP,31413
201177,0,50,Self Enquiry,1,23,Salaried,Female,2,4,Standard,5,Married,6,0,3,1,0,Senior Manager,28269
201178,0,20,Self Enquiry,3,8,Small Business,Female,2,3,Basic,3,Single,2,0,4,0,0,Executive,17783
201179,0,34,Self Enquiry,1,9,Salaried,Female,3,3,Deluxe,4,Married,2,0,5,1,2,Manager,20433
201180,0,36,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,3,0,1,0,2,Executive,17013
201181,0,49,Self Enquiry,1,12,Salaried,Female,2,4,Super Deluxe,3,Married,3,1,5,1,0,AVP,28966
201182,0,36,,1,,Small Business,Female,2,4,Deluxe,3,Married,1,0,5,1,1,Manager,
201183,0,36,Self Enquiry,1,9,Salaried,Male,3,1,Deluxe,5,Married,7,0,1,1,2,Manager,21842
201184,0,54,Self Enquiry,1,28,Small Business,Female,3,3,Super Deluxe,3,Married,4,0,1,1,1,AVP,32426
201185,0,43,Self Enquiry,1,21,Salaried,Male,3,4,Super Deluxe,3,Married,2,0,3,1,1,AVP,32603
201186,1,35,Company Invited,3,,Salaried,Male,2,3,Deluxe,3,Single,4,1,3,1,0,Manager,19581
201187,0,38,Company Invited,1,,Salaried,Male,2,3,Deluxe,3,Married,1,0,5,1,0,Manager,19735
201188,0,,Self Enquiry,3,11,Small Business,Male,2,4,Deluxe,4,Married,2,1,5,0,0,Manager,
201189,0,33,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,0,3,1,1,Manager,20505
201190,0,32,Self Enquiry,1,8,Small Business,Male,2,3,Deluxe,4,Married,1,0,4,0,1,Manager,20470
201191,0,31,Self Enquiry,3,11,Salaried,Female,3,3,Deluxe,3,Married,2,0,1,0,2,Manager,20476
201192,0,49,Self Enquiry,1,22,Small Business,Female,3,3,Basic,5,Married,5,1,1,1,1,Executive,17587
201193,0,38,Company Invited,1,8,Small Business,Female,2,4,Basic,4,Single,2,0,1,1,0,Executive,17440
201194,0,47,Self Enquiry,3,8,Salaried,Female,2,1,Super Deluxe,4,Married,7,0,1,0,0,AVP,30972
201195,0,49,Self Enquiry,1,6,Salaried,Male,2,3,Super Deluxe,3,Single,5,0,3,1,0,AVP,30379
201196,0,41,Self Enquiry,3,29,Salaried,Male,3,3,Standard,3,Unmarried,4,1,3,0,2,Senior Manager,22082
201197,0,20,Self Enquiry,3,15,Salaried,Male,2,3,Basic,5,Single,2,0,1,0,1,Executive,17728
201198,0,33,Company Invited,3,22,Salaried,Female,2,3,Deluxe,3,Married,2,1,1,0,0,Manager,20368
201199,0,36,Self Enquiry,1,32,Salaried,Male,3,3,Deluxe,3,Married,7,0,3,1,0,Manager,20347
201200,0,44,Self Enquiry,2,6,Salaried,Female,2,3,Basic,3,Married,5,1,3,1,0,Executive,18195
201201,1,,Self Enquiry,1,14,Small Business,Male,3,4,Basic,3,Single,2,1,4,1,2,Executive,
201202,0,38,Self Enquiry,1,10,Small Business,Female,2,3,Basic,3,Married,1,0,5,0,0,Executive,18306
201203,0,53,Self Enquiry,1,30,Small Business,Male,2,1,Standard,3,Married,4,0,3,0,1,Senior Manager,22005
201204,1,48,Company Invited,3,13,Small Business,Female,3,3,Basic,3,Married,3,1,4,1,1,Executive,17655
201205,1,32,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Single,2,0,3,1,1,Executive,16393
201206,0,26,Company Invited,1,13,Small Business,Male,3,3,Basic,3,Single,2,0,4,1,2,Executive,17570
201207,0,,Self Enquiry,1,28,Large Business,Male,3,4,Basic,4,Married,6,0,1,1,1,Executive,18537
201208,0,,Self Enquiry,1,11,Small Business,Male,2,4,Deluxe,3,Married,2,0,4,1,1,Manager,
201209,0,60,Self Enquiry,1,6,Small Business,Male,3,5,Standard,3,Married,4,0,5,0,0,Senior Manager,25883
201210,0,33,Self Enquiry,1,27,Small Business,Male,3,1,Basic,4,Married,2,0,1,1,1,Executive,17028
201211,0,37,Company Invited,3,6,Small Business,Male,2,5,Deluxe,3,Married,2,0,1,0,1,Manager,24525
201212,0,34,Self Enquiry,1,25,Salaried,Female,2,4,Basic,3,Married,2,0,4,1,1,Executive,17929
201213,1,23,Self Enquiry,3,13,Salaried,Male,2,3,Basic,3,Married,2,1,1,1,0,Executive,17275
201214,0,44,Self Enquiry,1,8,Salaried,Female,3,1,Standard,3,Married,2,1,4,1,0,Senior Manager,22879
201215,0,35,Company Invited,1,8,Small Business,Male,3,,Basic,3,Single,1,1,3,1,0,Executive,19930
201216,0,43,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,1,3,0,0,Manager,22847
201217,0,24,,1,,Small Business,Male,3,1,Basic,3,Married,2,0,1,0,0,Executive,
201218,0,41,Self Enquiry,3,12,Small Business,Male,2,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,24241
201219,0,29,Self Enquiry,1,15,Small Business,Female,2,3,Basic,3,Married,1,0,5,1,1,Executive,17974
201220,0,36,Self Enquiry,3,,Salaried,Female,2,3,Deluxe,3,Single,4,0,4,1,1,Manager,19502
201221,0,45,Company Invited,1,6,Salaried,Male,3,4,Standard,3,Married,4,0,1,1,2,Senior Manager,25748
201222,1,24,Self Enquiry,2,28,Salaried,Male,2,5,Basic,3,Married,2,0,1,0,1,Executive,16555
201223,1,47,Company Invited,3,15,Salaried,Male,2,5,Super Deluxe,3,Married,1,0,5,1,1,AVP,27936
201224,0,26,Self Enquiry,1,23,Small Business,Male,3,5,Basic,3,Married,2,0,3,0,2,Executive,17305
201225,0,45,Self Enquiry,1,34,Large Business,Female,2,4,Super Deluxe,4,Single,2,0,3,1,0,AVP,31704
201226,0,,Company Invited,1,16,Salaried,Male,2,3,Basic,3,Married,7,0,1,0,0,Executive,18433
201227,0,,Self Enquiry,1,8,Salaried,Male,3,3,Basic,3,Married,2,0,5,0,2,Executive,18477
201228,0,41,Company Invited,2,10,Salaried,Male,2,5,Deluxe,4,Married,7,0,5,0,1,Manager,21430
201229,0,40,Self Enquiry,1,14,Salaried,Female,3,3,Deluxe,5,Married,3,1,1,0,0,Manager,21516
201230,0,,Self Enquiry,1,35,Small Business,Male,3,3,Basic,5,Married,2,0,4,1,1,Executive,
201231,0,46,Self Enquiry,1,19,Salaried,Male,2,3,Deluxe,4,Single,7,0,4,1,0,Manager,20562
201232,0,35,Self Enquiry,1,33,Salaried,Male,2,3,Deluxe,3,Married,3,0,5,0,1,Manager,21883
201233,0,30,Self Enquiry,1,22,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17862
201234,0,47,Company Invited,3,8,Small Business,Male,2,,Deluxe,4,Married,1,0,1,0,1,Manager,19978
201235,0,46,Self Enquiry,3,8,Salaried,Male,3,3,Standard,3,Married,5,1,3,0,2,Senior Manager,25368
201236,1,36,Self Enquiry,3,19,Small Business,Male,3,4,Deluxe,5,Married,6,1,1,1,0,Manager,21134
201237,1,32,Self Enquiry,3,6,Salaried,Male,2,5,Deluxe,4,Unmarried,7,0,3,0,1,Manager,21735
201238,0,23,Self Enquiry,1,10,Small Business,Female,2,3,Basic,4,Single,2,0,3,1,1,Executive,18295
201239,0,31,Company Invited,1,30,Large Business,Female,1,3,Deluxe,3,Single,3,0,1,1,0,Manager,20238
201240,0,39,Company Invited,1,6,Salaried,Male,3,3,Deluxe,3,Married,2,1,5,1,2,Manager,21472
201241,0,32,Self Enquiry,3,25,Salaried,Male,3,5,Standard,3,Married,4,0,3,1,2,Senior Manager,24610
201242,0,40,Self Enquiry,3,13,Small Business,Male,2,3,King,4,Single,2,0,4,1,,VP,34833
201243,0,45,Self Enquiry,2,10,Salaried,Female,2,5,Standard,3,Married,5,0,1,1,1,Senior Manager,24756
201244,0,30,Company Invited,1,8,Large Business,Female,3,,Basic,5,Single,1,0,3,0,1,Executive,19968
201245,0,24,Company Invited,2,16,Small Business,Male,2,3,Basic,3,Married,1,0,4,1,1,Executive,17145
201246,1,30,Company Invited,2,14,Salaried,Female,3,4,Basic,3,Married,7,0,5,1,2,Executive,17180
201247,0,31,Self Enquiry,3,11,Large Business,Male,2,3,Deluxe,3,Married,2,0,5,0,1,Manager,23346
201248,0,,Self Enquiry,1,14,Small Business,Female,3,3,Basic,3,Single,2,0,4,1,2,Executive,18445
201249,1,29,Self Enquiry,3,15,Small Business,Female,2,5,Basic,4,Single,2,0,1,1,1,Executive,17760
201250,0,29,Company Invited,1,6,Salaried,Male,3,1,Deluxe,3,Unmarried,1,1,3,0,1,Manager,21294
201251,0,30,Self Enquiry,3,21,Small Business,Male,3,4,Standard,5,Married,3,0,1,0,2,Senior Manager,22140
201252,0,34,Self Enquiry,1,8,Small Business,Male,3,1,Basic,3,Married,1,1,1,0,1,Executive,17932
201253,0,33,Company Invited,3,8,Small Business,Female,3,3,Deluxe,4,Single,1,0,1,0,0,Manager,20147
201254,0,49,Self Enquiry,3,,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,0,1,Manager,19507
201255,1,33,Self Enquiry,3,22,Salaried,Fe Male,3,3,Standard,5,Unmarried,3,1,5,0,0,Senior Manager,23564
201256,0,38,Company Invited,1,8,Small Business,Female,3,4,Basic,4,Married,5,0,3,0,0,Executive,17468
201257,1,31,Self Enquiry,3,22,Small Business,Male,3,3,Standard,3,Married,3,0,5,1,0,Senior Manager,23161
201258,0,29,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Married,2,0,4,0,0,Executive,17109
201259,0,30,Self Enquiry,1,22,Salaried,Male,2,1,Deluxe,3,Married,4,0,1,1,0,Manager,20294
201260,0,32,Company Invited,1,11,Large Business,Male,3,3,Basic,4,Single,3,0,3,1,1,Executive,17718
201261,0,38,Self Enquiry,1,24,Small Business,Male,2,5,Deluxe,3,Married,4,1,5,0,1,Manager,20811
201262,1,43,Company Invited,1,23,Large Business,Male,2,4,Basic,3,Married,1,1,5,1,1,Executive,17437
201263,0,42,Self Enquiry,1,18,Small Business,Male,2,3,Basic,4,Married,1,0,1,1,1,Executive,17766
201264,0,55,Self Enquiry,1,8,Small Business,Male,2,4,King,5,Married,1,0,5,0,1,VP,34038
201265,0,33,Company Invited,1,10,Large Business,Male,2,3,Deluxe,4,Married,6,0,1,0,0,Manager,18055
201266,0,41,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Married,2,0,5,1,1,Executive,17289
201267,0,,Company Invited,3,16,Salaried,Male,2,3,Deluxe,3,Married,2,1,1,1,1,Manager,
201268,0,53,Company Invited,1,6,Small Business,Female,2,4,Super Deluxe,3,Married,5,1,1,0,0,AVP,27965
201269,0,,Self Enquiry,2,8,Salaried,Male,3,3,Basic,3,Single,1,0,1,0,0,Executive,18539
