Id,city,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,type_of_house,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
2981,Niligiri,35,F,SC,Goat rearing,Livestock rearing,9600,2900,0,2,1,T2,4,290,1,0.5,Meat Businesses,12,12,5000
2982,Nirsa,36,M,Hindu,Vegetable vendor,none,36000,4500,1,3,1,R,7,900,1,0.5,Agro Based Businesses,12,12,5000
2983,Niligiri,42,F,SC,Poultry farm,none,12000,2500,0,1,1,T2,2,325,1,0.5,Meat Businesses,12,12,5000
2984,Pusad,35,F,Muslim,Vegetable vendor,none,12000,2000,0,1,1,T2,3,200,1,0.5,Agro Based Businesses,12,12,5000
2985,Pusad,40,F,ST,Tailoring,none,18000,3500,0,2,1,T2,4,600,1,0.5,Apparels,12,12,7500
2986,Niligiri,44,F,OBC,Goat rearing,Agriculture,6000,3250,0,1,1,T2,4,380,1,0.5,Meat Businesses,12,12,5000
2987,Pusad,32,F,Muslim,Scrap business,none,18000,3000,0,4,1,T2,6,300,1,0.5,Recycling/ Waste Management,12,12,5000
2988,Niligiri,31,F,General,Goat rearing,Agriculture,10800,3000,0,1,1,T1,2,250,1,0.5,Meat Businesses,12,12,5000
2989,Pusad,31,F,Muslim,Snacks business,none,24000,3000,0,3,1,T2,5,600,1,0.5,Food Items,12,12,5000
2990,Niligiri,28,F,General,Vegetable cultivation,Agriculture,7200,2600,0,1,1,T1,2,300,1,0.5,Farming/ Agriculture,12,12,5000
2991,Pusad,30,F,Muslim,Carpenter/Wood business,none,18000,3000,0,2,1,T2,4,600,1,0.5,Carpentery work,12,12,5000
2992,Pusad,35,F,Muslim,Scrap business,none,36000,2500,0,2,1,T2,4,200,1,0.5,Recycling/ Waste Management,12,12,5000
2993,Pusad,28,F,OBC,General store,none,24000,3000,0,2,1,T2,4,1000,1,0.5,Retail Store,12,12,5000
2994,Pusad,38,F,Gayatri,General store,Others,24000,4000,0,2,1,T2,4,400,1,0.5,Retail Store,12,12,7500
2995,Pusad,30,F,Muslim,Carpenter/Wood business,none,18000,2500,0,2,1,T2,4,200,1,0.5,Carpentery work,12,12,7500
2996,Pusad,45,F,Muslim,Tailoring,none,24000,3500,0,2,1,T2,4,500,1,0.5,Apparels,12,12,7500
2997,Nirsa,35,M,Hindu,Vegetable vendor,none,48000,4000,1,2,1,T1,6,1000,1,0.5,Agro Based Businesses,12,12,5000
2998,Pusad,25,F,Muslim,Vegetable vendor,none,18000,2000,0,2,1,T2,4,200,1,0.5,Agro Based Businesses,12,12,7500
2999,Pusad,35,F,Open,Tailoring,none,18000,3000,0,2,1,T2,4,200,1,0.5,Apparels,12,12,5000
3000,Nirsa,33,M,Hindu,Vegetable vendor,none,42000,3000,0,2,1,T1,5,950,1,0.5,Agro Based Businesses,12,12,5000
3001,Nirsa,26,M,Hindu,Vegetable vendor,none,30000,4000,0,1,1,R,5,1100,1,0.5,Agro Based Businesses,12,12,5000
3002,Pusad,29,F,Open,Saree business,none,15000,3000,0,2,1,T2,4,600,1,0.5,Apparels,12,12,5000
3003,Pusad,45,F,Open,Bakery,none,18000,4000,0,1,1,T2,5,600,1,0.5,Eateries,12,12,7500
3004,Nirsa,21,F,Hindu,Tailoring,none,18000,3000,0,2,1,T1,4,700,1,0.5,Apparels,12,12,5000
3005,Nirsa,28,F,Hindu,Tailoring,none,14400,4000,0,3,1,R,5,800,1,0.5,Apparels,12,12,5000
3006,Pusad,38,F,Open,Tailoring,none,24000,3500,0,2,1,R,4,1000,1,0.5,Apparels,12,12,5000
3007,Niligiri,36,F,SC,Puffed rice business,Agriculture,16800,2700,0,1,1,T2,3,280,1,0.5,Eateries,12,12,5000
3008,Niligiri,38,F,General,Cow Rearing,Agriculture,8400,3500,0,2,1,T2,4,325,1,0.5,Animal husbandry,12,12,5000
3009,Pusad,23,F,ST,Tailoring,none,18000,3000,0,1,1,T2,3,400,1,0.5,Apparels,12,12,7500
3010,Pusad,45,F,ST,Saree business,none,30000,5000,0,0,1,T1,5,1000,1,0.5,Apparels,12,12,7500
3011,Pusad,30,F,NT,Grocery store,none,24000,3000,0,2,1,T2,4,300,1,0.5,Agro Based Businesses,12,12,5000
3012,Niligiri,22,F,ST,Goat rearing,Agriculture,4800,2650,1,0,1,T2,4,250,1,0.5,Meat Businesses,12,12,5000
3013,Pusad,32,F,ST,Tailoring,none,20000,2500,0,1,1,T2,3,600,1,0.5,Apparels,12,12,7500
3014,Pusad,28,F,ST,Tailoring,none,18000,3000,0,2,1,T2,4,300,1,0.5,Apparels,12,12,7500
3015,Niligiri,35,F,SC,Poultry farm,Livestock rearing,12000,3500,1,2,1,T2,5,300,1,0.5,Meat Businesses,12,12,5000
3016,Niligiri,47,F,SC,Mini hotel,none,12000,3700,0,0,1,T2,3,350,1,0.5,Eateries,12,12,5000
3017,Nirsa,46,F,Hindu,Puffed rice business,none,14400,4000,0,3,1,T1,5,850,1,0.5,Eateries,12,12,5000
3018,Niligiri,45,F,General,Betel shop,Others,9600,3500,0,0,1,T2,3,320,1,0.5,Tobacco Related Activities,12,12,5000
3019,Nirsa,42,F,Hindu,Puffed rice business,none,18000,4000,0,1,1,T1,4,900,1,0.5,Eateries,12,12,5000
3020,Niligiri,32,F,General,Tailoring,Others,7200,3100,0,2,1,T2,4,300,1,0.5,Apparels,12,12,5000
3021,Niligiri,32,F,General,Rice business,Others,8400,3000,0,1,1,T1,3,350,1,0.5,Agro Based Businesses,12,12,5000
3022,Niligiri,42,F,General,Puffed rice business,Others,10800,3200,0,1,1,T1,3,290,1,0.5,Eateries,12,12,5000
3023,Niligiri,40,F,General,Goat rearing,Agriculture,12000,3400,0,1,1,T2,3,290,1,0.5,Meat Businesses,12,12,5000
3024,Niligiri,46,F,General,Tailoring,none,6000,3100,0,1,1,T1,4,280,1,0.5,Apparels,12,12,5000
3025,Niligiri,24,F,General,Tiffin center,none,7200,3000,0,1,1,T1,3,240,1,0.5,Eateries,12,12,5000
3026,Nirsa,48,F,Hindu,Puffed rice business,none,16800,3500,0,1,1,T1,4,1000,1,0.5,Eateries,12,12,5000
3027,Niligiri,28,F,General,Puffed rice business,Others,7200,3000,0,1,1,T1,3,350,1,0.5,Eateries,12,12,5000
3028,Niligiri,48,F,General,Rice business,Others,6000,3200,0,0,1,T1,3,325,1,0.5,Agro Based Businesses,12,12,5000
3029,Nabadwip,34,F,Minority,Handloom Work,Others,30000,3500,0,2,1,T2,4,430,1,0.5,Handicrafts,12,12,5000
3030,Nabadwip,41,F,Minority,Handloom Work,Others,30000,4500,0,2,1,T2,4,450,1,0.5,Handicrafts,12,12,5000
3031,Nabadwip,46,F,Minority,Handloom Work,Daily wage labourer,36000,4500,0,2,1,T2,3,450,1,0.5,Handicrafts,12,12,5000
3032,Niligiri,24,F,General,Puffed rice business,Others,6000,2500,0,1,1,T2,3,290,1,0.5,Eateries,12,12,5000
3033,Nabadwip,46,F,Minority,Handloom Work,Others,42000,4500,0,0,1,R,3,370,1,0.5,Handicrafts,12,12,5000
3034,Nabadwip,35,F,Minority,Handloom Work,Others,45600,4000,0,2,1,T2,4,390,1,0.5,Handicrafts,12,12,5000
3035,Nabadwip,41,F,Minority,Handloom Work,Others,39600,2800,0,2,1,T2,4,390,1,0.5,Handicrafts,12,12,5000
3036,Niligiri,27,F,General,Poultry farm,Others,7200,3000,0,1,1,T2,3,280,1,0.5,Meat Businesses,12,12,5000
3037,Nabadwip,32,F,Minority,Handloom Work,none,42000,3000,0,2,1,T2,4,385,1,0.5,Handicrafts,12,12,5000
3038,Chirkunda,37,F,Mushlim,Tailoring,none,14400,2000,0,0,1,R,2,700,1,0.5,Apparels,12,12,5000
3039,Niligiri,47,F,SC,Betel shop,none,8400,3600,0,1,1,T2,4,290,1,0.5,Tobacco Related Activities,12,12,5000
3040,Nabadwip,37,F,Minority,Handloom Work,none,30000,3000,0,2,1,T2,4,363,1,0.5,Handicrafts,12,12,5000
3041,Nabadwip,56,F,General,Handloom Work,Others,30000,4000,1,0,1,T2,3,340,1,0.5,Handicrafts,12,12,5000
3042,Niligiri,34,F,SC,Fish vendor,Livestock rearing,8400,2600,0,0,1,T2,2,300,1,0.5,Meat Businesses,12,12,5000
3043,Chirkunda,39,F,Muslim,Tailoring,none,24000,2500,0,3,1,T1,5,800,1,0.5,Apparels,12,12,5000
3044,Alathur,25,F,ST,Poultry farm,none,90000,6400,0,2,1,T1,2,7,1,0.5,Meat Businesses,12,50,7500
3045,Alathur,31,F,ST,Poultry farm,none,84000,6200,0,2,1,T1,2,6,1,0.5,Meat Businesses,12,50,7500
3046,Niligiri,45,F,SC,Puffed rice business,Others,9600,3500,0,0,1,T2,4,350,1,0.5,Eateries,12,12,5000
3047,Alathur,37,F,ST,Cloth business,none,82800,6000,0,3,1,T1,2,5,1,0.5,Apparels,12,50,7500
3048,Vadakkencherry,40,F,ST,Leaf Weaving,none,78000,5600,0,2,1,T1,2,5,1,0.5,Agro Based Businesses,12,50,7500
3049,Niligiri,35,F,Minority,Puffed rice business,Others,12000,3000,0,0,1,T2,2,300,1,0.5,Eateries,12,12,5000
3050,Niligiri,30,F,SC,Poultry farm,Others,6000,2400,0,1,1,T2,3,300,1,0.5,Meat Businesses,12,12,5000
3051,Alathur,36,F,ST,Leaf Weaving,none,78000,5000,0,4,1,T1,2,4,1,0.5,Agro Based Businesses,12,50,7500
3052,Alathur,35,F,ST,Coconut Business,none,74400,5500,1,1,1,T1,2,7,1,0.5,Agro Based Businesses,12,50,7500
3053,Alathur,56,F,ST,Leaf Weaving,none,69600,5000,1,0,1,T1,2,7,1,0.5,Agro Based Businesses,12,50,7500
3054,Alathur,35,F,ST,Cloth business,none,81600,6000,0,2,1,T1,2,3,1,0.5,Apparels,12,50,7500
3055,Vadakkencherry,41,F,Muslim,Cloth business,none,90000,6800,0,0,1,T1,3,5,1,0.5,Apparels,12,50,7500
3056,Alathur,42,F,Christian,Carpenter/Wood business,none,72000,5000,0,1,1,T1,2,5,1,0.5,Carpentery work,12,50,7500
3057,Alathur,48,F,ST,Goat rearing,none,79200,6000,0,1,1,T1,2,5,1,0.5,Meat Businesses,12,50,7500
3058,Alathur,51,F,ST,Carpenter/Wood business,none,72000,5200,0,0,1,T1,2,8,1,0.5,Carpentery work,12,50,7500
3059,Vadakkencherry,33,F,ST,Tailoring,none,78000,5800,0,2,1,T1,2,4,1,0.5,Apparels,12,50,7500
3060,Vadakkencherry,42,F,ST,Grocery store,none,87600,6500,0,1,1,T1,3,4,1,0.5,Agro Based Businesses,12,50,7500
3061,Vadakkencherry,41,F,Ezhava,Tailoring,none,7800,6000,0,2,1,T1,2,6,1,0.5,Apparels,12,50,7500
3062,Palakkad,56,F,ST,Leaf Weaving,none,90000,6600,0,0,1,T1,3,4,1,0.5,Agro Based Businesses,12,50,7500
3063,Vadakkencherry,31,F,Muslim,Soap selling,none,74400,5500,0,2,1,T1,2,7,1,0.5,Retail Sale,12,50,7500
3064,Vadakkanchery,38,F,Ezhava,Tailoring,none,72000,5100,0,0,1,T1,2,9,1,0.5,Apparels,12,50,7500
3065,Vadakkanchery,43,F,Ezhava,General store,none,78000,6000,0,2,1,T1,2,8,1,0.5,Retail Store,12,50,7500
3066,Vadakkanchery,56,F,ST,Leaf Weaving,none,84000,6200,0,1,1,T1,3,5,1,0.5,Agro Based Businesses,12,50,7500
3067,Vadakkanchery,28,F,Ezhava,Grocery store,none,72000,5200,0,1,1,T1,2,5,1,0.5,Agro Based Businesses,12,50,7500
3068,Pusad,45,F,Muslim,Carpenter/Wood business,Daily wage labourer,72000,4000,0,1,1,T2,4,400,1,0.5,Carpentery work,12,12,7500
3069,Vadakkanchery,35,F,ST,Goat rearing,none,72000,5200,0,2,1,T1,2,5,1,0.5,Meat Businesses,12,50,7500
3070,Nabadwip,48,F,General,Handloom Work,Others,30000,3000,0,1,1,T2,3,320,1,0.5,Handicrafts,12,12,5000
3071,Vadakkanchery,44,F,OBC,Tapioca Cultivation,none,78000,5200,0,0,1,T1,2,5,1,0.5,Farming/ Agriculture,12,50,7500
3072,Vadakkanchery,32,F,ST,Banana Cultivation,none,72000,5400,0,3,1,T1,2,4,1,0.5,Farming/ Agriculture,12,50,7500
3073,Nabadwip,28,F,General,Handloom Work,none,30000,4000,0,2,1,T2,4,320,1,0.5,Handicrafts,12,12,5000
3074,Vadakkanchery,48,F,OBC,Cow Rearing,none,72000,5600,0,0,1,T1,2,8,1,0.5,Animal husbandry,12,50,7500
3075,Vadakkanchery,32,F,Ezhava,Banana Cultivation,none,84000,6200,0,3,1,T1,2,5,1,0.5,Farming/ Agriculture,12,50,7500
3076,Nabadwip,30,F,General,Handloom Work,none,24000,3500,0,2,1,T2,4,350,1,0.5,Handicrafts,12,12,5000
3077,Vadakkencherry,28,F,OBC,Banana Cultivation,none,78000,6000,0,2,1,T1,2,10,1,0.5,Farming/ Agriculture,12,50,7500
3078,Nabadwip,31,F,General,Handloom Work,none,27000,4000,0,2,1,T2,4,360,1,0.5,Handicrafts,12,12,5000
3079,Chirkunda,37,F,Muslim,Goat rearing,Livestock rearing,21600,4500,0,4,1,T1,6,900,1,0.5,Meat Businesses,12,12,5000
3080,Vadakkanchery,39,F,OBC,Goat rearing,none,74400,5600,0,1,1,T1,2,8,1,0.5,Meat Businesses,12,50,7500
3081,Chirkunda,32,F,Muslim,Saree business,none,30000,4000,0,3,1,R,5,750,1,0.5,Apparels,12,12,5000
3082,Vadakkanchery,44,F,ST,Banana Cultivation,none,84000,6400,0,0,1,T1,3,6,1,0.5,Farming/ Agriculture,12,50,7500
3083,Chirkunda,37,F,Muslim,Tailoring,Livestock rearing,22800,3000,0,1,1,R,3,700,1,0.5,Apparels,12,12,5000
3084,Chirkunda,29,F,Muslim,Goat rearing,none,18000,3500,0,3,1,R,5,750,1,0.5,Meat Businesses,12,12,5000
3085,Chirkunda,35,F,Hindu,Tailoring,none,14400,4000,0,3,1,R,5,600,1,0.5,Apparels,12,12,5000
3086,Chirkunda,36,F,Muslim,Tea stall,none,39600,3000,0,3,1,R,5,600,1,0.5,Eateries,12,12,5000
3087,Chirkunda,58,F,Muslim,Goat rearing,none,18000,3500,0,0,1,T1,4,800,1,0.5,Meat Businesses,12,12,5000
3088,Chirkunda,43,M,Muslim,Auto Rickshaw,none,42000,3000,0,2,1,T1,4,1000,1,0.5,Transportation Services,12,12,5000
3089,Nabadwip,41,F,General,Handloom Work,Others,30000,3800,0,1,1,T1,3,360,1,0.5,Handicrafts,12,12,5000
3090,Chirkunda,27,M,Muslim,Auto Rickshaw,none,38400,2500,0,0,1,T1,3,700,1,0.5,Transportation Services,12,12,5000
3091,Nabadwip,32,F,General,Handloom Work,Agriculture,30000,4000,0,1,1,T1,3,400,1,0.5,Handicrafts,12,12,5000
3092,Chirkunda,27,M,Hindu,Auto Rickshaw,none,36000,3000,0,1,1,R,3,900,1,0.5,Transportation Services,12,12,5000
3093,Nabadwip,46,F,General,Handloom Work,Others,18000,4000,0,0,1,T1,3,400,1,0.5,Handicrafts,12,12,5000
3094,Nabadwip,24,F,General,Handloom Work,Others,24000,3000,0,1,1,T2,3,360,1,0.5,Handicrafts,12,12,5000
3095,Nabadwip,29,F,General,Handloom Work,Agriculture,24000,3000,0,1,1,T2,3,410,1,0.5,Handicrafts,12,12,5000
3096,Chirkunda,28,M,Hindu,Auto Rickshaw,none,43200,3000,2,0,1,T1,4,750,1,0.5,Transportation Services,12,12,5000
3097,Nabadwip,34,F,General,Handloom Work,Others,18000,3600,0,1,1,T2,3,350,1,0.5,Handicrafts,12,12,5000
3098,Nabadwip,28,F,General,Handloom Work,Others,18000,3800,0,2,1,T1,4,340,1,0.5,Handicrafts,12,12,5000
3099,Chirkunda,48,M,Hindu,Laundry,none,26400,1800,0,0,1,T1,2,600,1,0.5,Laundry Services,12,12,5000
3100,Nabadwip,42,F,General,Handloom Work,Others,30000,4000,0,1,1,T1,4,420,1,0.5,Handicrafts,12,12,5000
3101,Nabadwip,39,F,General,Handloom Work,Others,24000,4000,0,1,1,T2,3,420,1,0.5,Handicrafts,12,12,5000
3102,Nabadwip,28,F,General,Handloom Work,none,18000,3700,0,2,1,T2,4,340,1,0.5,Handicrafts,12,12,5000
3103,Nabadwip,32,F,General,Handloom Work,Others,42000,3000,1,0,1,T2,2,310,1,0.5,Handicrafts,12,12,5000
3104,Nabadwip,44,F,General,Handloom Work,none,18000,3000,0,1,1,T2,3,330,1,0.5,Handicrafts,12,12,5000
3105,Chirkunda,24,F,Hindu,Saree business,none,16800,3500,0,2,1,R,4,700,1,0.5,Apparels,12,12,5000
3106,Vadakkanchery,48,F,Ezhava,Leaf Weaving,none,58800,4500,0,0,1,T1,2,4,1,0.5,Agro Based Businesses,12,50,7500
3107,Vadakkanchery,51,F,Ezhava,Leaf Weaving,none,69600,5000,0,0,1,T1,2,3,1,0.5,Agro Based Businesses,12,50,7500
3108,Chirkunda,39,F,Muslim,Photo studio,none,21600,3500,0,2,1,R,4,800,1,0.5,Retail Store,12,12,5000
3109,Chirkunda,28,F,Muslim,Tailoring,none,24000,3500,0,2,1,R,4,900,1,0.5,Apparels,12,12,5000
3110,Nabadwip,34,F,Minority,Handloom Work,Others,37000,2800,0,2,1,T2,4,280,1,0.5,Handicrafts,12,12,5000
3111,Gocharan,48,F,General,Poultry farm,none,24000,4200,0,0,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3112,Nabadwip,31,F,Minority,Handloom Work,Others,30000,4500,0,2,1,T2,4,310,1,0.5,Handicrafts,12,12,5000
3113,Nabadwip,36,F,minority,Handloom Work,none,24000,2000,0,1,1,T2,4,280,1,0.5,Handicrafts,12,12,5000
3114,Nabadwip,32,F,Minority,Handloom Work,Others,24000,3000,0,2,1,T2,4,250,1,0.5,Handicrafts,12,12,5000
3115,Gocharan,25,F,General,Pottery making,none,24000,4000,0,2,1,T1,2,300,1,0.5,Handicrafts,12,50,5000
3116,Gocharan,45,F,General,Envelope making,none,24000,4500,0,0,1,T1,2,350,1,0.5,Business Services - I,12,50,5000
3117,Gocharan,25,F,General,Embroidery work,none,24000,4000,0,1,1,T1,2,250,1,0.5,Handicrafts,12,50,5000
3118,Gocharan,28,F,General,Poultry farm,none,18000,3500,0,2,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3119,Gocharan,28,F,s.c.,Poultry farm,none,24000,4500,0,1,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3120,Gocharan,25,F,General,Fish vendor,none,18000,4000,0,1,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3121,Gocharan,31,F,General,Embroidery work,none,18000,4300,0,1,1,T1,2,300,1,0.5,Handicrafts,12,50,5000
3122,Gocharan,37,F,General,Fruits business,none,18000,4300,0,0,1,T1,2,250,1,0.5,Agro Based Businesses,12,50,5000
3123,Gocharan,27,F,General,Electrician,none,18000,3000,0,1,1,T1,2,200,1,0.5,Business Services - I,12,50,5000
3124,Gocharan,32,F,General,Fish vendor,none,18000,4000,0,2,1,T1,2,250,1,0.5,Meat Businesses,12,50,5000
3125,Muzaffarpur,25,F,OBC,Saree business,none,72000,5000,0,2,1,T1,4,130,1,0.5,Apparels,12,50,5000
3126,Daspalla,32,F,OBC,Tailoring,none,15000,3000,0,4,1,R,6,700,1,0.5,Apparels,12,12,5000
3127,Daspalla,47,F,OBC,Cattle rearing,none,10000,3000,0,1,1,R,3,700,1,0.5,Animal husbandry,12,12,5000
3128,Daspalla,30,F,OBC,Cattle rearing,none,12000,3000,0,2,1,R,4,700,1,0.5,Animal husbandry,12,12,5000
3129,Daspalla,45,F,OBC,Cattle rearing,none,10000,3000,0,0,1,R,4,700,1,0.5,Animal husbandry,12,12,5000
3130,Muzaffarpur,40,F,Kahar,Snacks business,none,36000,6000,0,1,1,T1,3,125,1,0.5,Food Items,12,50,5000
3131,Muzaffarpur,30,F,Nuniya,Grocery store,none,50000,5000,0,2,1,T1,4,125,1,0.5,Agro Based Businesses,12,50,5000
3132,Muzaffarpur,30,F,Kurmi,Grocery store,none,72000,5000,0,2,1,T1,4,125,1,0.5,Agro Based Businesses,12,50,5000
3133,Muzaffarpur,45,F,Kurmi,Tailoring,Others,72000,5000,0,2,1,T1,3,125,1,0.5,Apparels,12,50,5000
3134,Vadakkanchery,36,F,Ezhava,Goat rearing,none,62000,3500,0,1,1,T1,2,5,1,0.5,Meat Businesses,12,50,7500
3135,Joynagar,46,F,General,Envelope making,none,24000,4300,0,0,1,T1,2,300,1,0.5,Business Services - I,12,50,5000
3136,Gocharan,39,F,General,Paddy cultivation,none,18000,3500,0,2,1,T1,2,250,1,0.5,Farming/ Agriculture,12,50,5000
3137,Gocharan,38,F,General,Paddy cultivation,none,18000,3500,0,0,1,T1,2,300,1,0.5,Farming/ Agriculture,12,50,5000
3138,Gocharan,33,F,General,Paddy cultivation,none,24000,4500,0,2,1,T1,2,300,1,0.5,Farming/ Agriculture,12,50,5000
3139,Gocharan,34,F,General,Paddy cultivation,none,24000,4000,0,2,1,T1,2,300,1,0.5,Farming/ Agriculture,12,50,5000
3140,Gocharan,36,F,General,Embroidery work,none,18000,4000,0,2,1,T1,2,300,1,0.5,Handicrafts,12,50,5000
3141,Gocharan,35,F,General,Envelope making,none,18000,4000,0,2,1,T1,2,300,1,0.5,Business Services - I,12,50,5000
3142,Gocharan,26,F,General,General store,none,30000,4500,0,2,1,T1,2,350,1,0.5,Retail Store,12,50,5000
3143,Gocharan,37,F,General,Sweets shop,none,24000,4000,0,1,1,T1,2,300,1,0.5,Eateries,12,50,5000
3144,Gocharan,37,F,General,Fruits business,none,30000,4500,0,1,1,T1,2,350,1,0.5,Agro Based Businesses,12,50,5000
3145,Baharu,31,F,General,Embroidery work,none,18000,3500,0,2,1,T1,2,250,1,0.5,Handicrafts,12,50,5000
3146,Baharu,40,F,General,Fish vendor,none,24000,4000,0,1,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3147,Baharu,38,F,General,Fish vendor,none,24000,4500,0,2,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3148,Baharu,23,F,General,Fish vendor,none,24000,4000,0,1,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3149,Baharu,54,F,General,Fish vendor,none,18000,4000,1,1,1,T1,2,300,1,0.5,Meat Businesses,12,50,5000
3150,Baharu,57,F,General,Fish vendor,none,18000,3500,1,0,1,T1,2,250,1,0.5,Meat Businesses,12,50,5000
3151,Baharu,41,F,General,Grocery store,none,30000,4500,0,1,1,T1,2,300,1,0.5,Agro Based Businesses,12,50,5000
3152,Baharu,34,F,General,General store,none,30000,4500,0,2,1,T1,2,300,1,0.5,Retail Store,12,50,5000
3153,Baharu,32,F,General,Vegetable cultivation,none,18000,4000,0,2,1,T1,2,250,1,0.5,Farming/ Agriculture,12,50,5000
3154,Vadakkanchery,36,F,Ezhava,Leaf Weaving,none,64800,4600,0,0,1,T1,2,4,1,0.5,Agro Based Businesses,12,50,7500
3155,Vadakkanchery,44,F,Muslim,Cow Rearing,none,78000,5600,0,1,1,T1,2,3,1,0.5,Animal husbandry,12,50,7500
3156,Puri,34,M,Gen,General store,none,30000,2000,0,0,1,T1,2,200,1,0.5,Retail Store,12,12,5000
3157,Vadakkanchery,51,F,Muslim,Tea stall,none,72000,5200,0,0,1,T1,2,3,1,0.5,Eateries,12,50,7500
3158,Puri,33,M,OBC,General store,none,24000,1500,1,0,1,R,4,500,1,0.5,Retail Store,12,12,5000
3159,Puri,31,F,OBC,Tailoring,none,30000,1800,0,2,1,T1,2,250,1,0.5,Apparels,12,12,5000
3160,Puri,27,M,OBC,Xerox shop,none,36000,2200,0,0,1,T2,2,300,1,0.5,Retail Store,12,12,5000
3161,Puri,31,F,OBC,Tailoring,none,26000,1800,0,2,1,T1,2,400,1,0.5,Apparels,12,12,5000
3162,Puri,45,F,OBC,Tailoring,none,30000,2000,0,2,1,R,2,450,1,0.5,Apparels,12,12,5000
3163,Nirsa,31,M,Hindu,Vegetable vendor,none,42000,3000,0,0,1,R,4,800,1,0.5,Agro Based Businesses,12,12,5000
3164,Mathurapur,31,F,s.c,Rice business,none,24000,4000,0,1,1,T1,2,250,1,0.5,Agro Based Businesses,12,50,8000
3165,Mathurapur,40,F,s.c,Rice business,none,18000,4200,0,1,1,T1,3,260,1,0.5,Agro Based Businesses,12,50,8000
3166,Mathurapur,52,F,G.C,Decoration items sale,none,30000,4800,0,0,1,T1,4,260,1,0.5,Retail Sale,12,50,8000
3167,Mathurapur,24,F,s.c,Embroidery work,none,18000,4000,0,1,1,T1,2,250,1,0.5,Handicrafts,12,50,8000
3168,Puri,34,F,OBC,Tailoring,none,26000,2000,0,2,1,R,2,350,1,0.5,Apparels,12,12,5000
3169,,27,M,General,Medical shop,none,48000,2400,0,0,1,R,4,700,1,0.5,Retail Store,12,50,5000
3170,Puri,41,F,OBC,Tailoring,none,36000,2300,0,0,1,T1,2,450,1,0.5,Apparels,12,12,5000
3171,,22,M,General,Vegetable vendor,none,24000,1500,0,0,1,T2,3,600,1,0.5,Agro Based Businesses,12,50,5000
3172,,28,M,sc,General store,none,30000,3250,0,2,1,T2,6,800,1,0.5,Retail Store,12,50,5000
3173,Puri,43,M,S.C,Hardware Work,none,30000,2000,0,2,1,R,2,250,1,0.5,Construction Related Activities,12,12,5000
3174,,27,M,General,General store,none,33000,1800,0,0,1,T2,4,500,1,0.5,Retail Store,12,50,5000
3175,Puri,49,M,S.C,Silver Ornaments,none,30000,2200,0,0,1,R,2,300,1,0.5,Jewellry Shop,12,12,5000
3176,Mathurapur,32,F,s.c,Rice business,none,18000,3600,0,2,1,T1,2,250,1,0.5,Agro Based Businesses,12,50,8000
3177,Mathurapur,35,F,s.c,Embroidery work,none,24000,3000,0,0,1,T1,2,260,1,0.5,Handicrafts,12,50,8000
3178,,36,M,General,General store,none,24000,2600,0,2,1,T2,4,500,1,0.5,Retail Store,12,50,5000
3179,,31,M,General,Fancy Store,none,23000,1800,1,2,1,T2,6,600,1,0.5,Retail Store,12,50,5000
3180,,31,M,General,Cloth business,none,48000,2500,1,0,1,R,5,500,1,0.5,Apparels,12,50,5000
3181,Muzaffarpur,40,F,Kurmi,Carpenter/Wood business,Others,120000,7000,0,0,1,T1,3,135,1,0.5,Carpentery work,12,50,5000
3182,Muzaffarpur,35,F,Kevat,Carpenter/Wood business,none,72000,5000,0,2,1,T1,4,125,1,0.5,Carpentery work,12,50,5000
3183,,23,M,General,General store,none,33000,1800,1,1,1,R,4,500,1,0.5,Retail Store,12,50,5000
3184,,22,M,obc,General store,none,35000,1900,0,0,1,R,4,600,1,0.5,Retail Store,12,50,5000
3185,Muzaffarpur,40,F,Nuniya,Grocery store,Agriculture,72000,5000,0,1,1,T2,3,125,1,0.5,Agro Based Businesses,12,50,5000
3186,,30,M,obc,Cycle repair shop,none,24000,2300,0,1,1,T2,5,700,1,0.5,Repair Services,12,50,5000
3187,Mathurapur,45,F,s.c,Embroidery work,none,30000,4900,0,1,1,T1,3,250,1,0.5,Handicrafts,12,50,8000
3188,,54,M,General,Cycle repair shop,none,30000,2300,0,0,1,R,3,700,1,0.5,Repair Services,12,50,5000
3189,PUSAD,40,F,OPEN,General store,none,24000,3500,0,0,1,T2,2,800,1,0.5,Retail Store,12,12,7500
3190,,31,M,obc,Betel shop,none,24000,1500,0,0,1,T2,3,550,1,0.5,Tobacco Related Activities,12,50,5000
3191,Mathurapur,41,F,s.c,Spices and condiments business,none,30000,4200,0,1,1,T1,2,260,1,0.5,Agro Based Businesses,12,50,8000
3192,PUSAD,46,F,Muslim,Goat rearing,none,15000,2500,0,0,1,T2,3,400,1,0.5,Meat Businesses,12,12,7500
