,job_A172,job_A173,job_A174,property_A122,property_A123,property_A124,housing_A152,housing_A153,present_emp_since_A72,present_emp_since_A73,present_emp_since_A74,present_emp_since_A75,foreign_worker_A202,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,inst_plans_A142,inst_plans_A143,telephone_A192,checkin_acc_A12,checkin_acc_A13,checkin_acc_A14,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,personal_status_A92,personal_status_A93,personal_status_A94,svaing_acc_A62,svaing_acc_A63,svaing_acc_A64,svaing_acc_A65,other_debtors_A102,other_debtors_A103,age,num_credits,duration,residing_since,inst_rate,dependents,amount
251,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9048416150095656,-0.6322497798004878,-0.7452400445455845,-0.8964600663051161,-1.658573123266614,-0.4282895663715396,-0.36156434137525895
252,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0298333425721158,-0.6322497798004878,0.7508920993112658,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.3974813132803596
253,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.03318260684821928,0.8014231902686461,0.25218138469231566,0.3778257422309409,-1.022129100524245,-0.4282895663715396,0.3118788818453792
254,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.0298333425721158,-0.6322497798004878,-0.9668892510428956,-1.5336029705731447,-1.022129100524245,-0.4282895663715396,-0.4400145694837684
255,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.7367007732415579,-0.6322497798004878,3.2444456724060164,-1.5336029705731447,-1.658573123266614,-0.4282895663715396,1.4697286340492834
256,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.03318260684821928,0.8014231902686461,0.25218138469231566,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.2082083231751908
257,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5608212316432233,-0.6322497798004878,-0.7452400445455845,-1.5336029705731447,0.8872029677028628,-0.4282895663715396,-0.39771760914815635
258,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.0884598564382273,-0.6322497798004878,-0.4681785364239456,1.0149686464989693,-1.658573123266614,-0.4282895663715396,0.1916042851368512
259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.901492350733462,3.668769130406914,-0.8006523461699123,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.750507339768652
260,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.7367007732415579,-0.6322497798004878,-0.7452400445455845,-0.8964600663051161,-1.022129100524245,-0.4282895663715396,-0.5721039595821321
261,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7256128091351273,-0.6322497798004878,0.25218138469231566,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.5912439248736661
262,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.025443907017892266,3.668769130406914,-0.2465293299266344,1.0149686464989693,-1.022129100524245,-0.4282895663715396,0.7197255496625096
263,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.901492350733462,3.668769130406914,-0.7452400445455845,1.0149686464989693,-1.022129100524245,-0.4282895663715396,-0.18552391986670616
264,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.32631517617877703,0.8014231902686461,-0.9114769494185678,1.0149686464989693,0.25075894496049356,2.334868926348074,-0.7230970191042331
265,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.14269693475011538,-0.6322497798004878,-0.4681785364239456,0.3778257422309409,0.8872029677028628,2.334868926348074,-0.8752715579653176
266,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.025443907017892266,0.8014231902686461,1.2496028139302158,1.0149686464989693,0.8872029677028628,-0.4282895663715396,1.0748782389609723
267,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.20132344861622692,-0.6322497798004878,0.25218138469231566,0.3778257422309409,0.8872029677028628,-0.4282895663715396,-0.6160549909923212
268,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846215101143454,-0.6322497798004878,-0.5790031396726011,1.0149686464989693,-1.658573123266614,-0.4282895663715396,2.0226609646935967
269,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.9125803148398925,0.8014231902686461,0.25218138469231566,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.8053279810974899
270,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.32631517617877703,-0.6322497798004878,-0.2465293299266344,0.3778257422309409,0.8872029677028628,-0.4282895663715396,-0.2160060868124824
271,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.14269693475011538,-0.6322497798004878,-0.7452400445455845,1.0149686464989693,0.25075894496049356,-0.4282895663715396,-0.662605276948274
272,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.025443907017892266,-0.6322497798004878,2.247024243168116,1.0149686464989693,0.8872029677028628,-0.4282895663715396,3.1538092838364724
273,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6780742593754464,0.8014231902686461,2.247024243168116,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.07493745373784347
274,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1504356345804424,-0.6322497798004878,0.7508920993112658,-1.5336029705731447,-1.658573123266614,-0.4282895663715396,3.0930812458127166
275,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.32631517617877703,-0.6322497798004878,-0.9668892510428956,-0.8964600663051161,-1.658573123266614,2.334868926348074,-0.2034824058192565
276,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.853953800973781,0.8014231902686461,-0.2465293299266344,-0.8964600663051161,-1.022129100524245,-0.4282895663715396,-0.30745258764981115
277,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1979741843401233,-0.6322497798004878,-0.7452400445455845,1.0149686464989693,-1.022129100524245,-0.4282895663715396,-0.7122274091855842
278,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.32631517617877703,-0.6322497798004878,-1.2439507591645345,1.0149686464989693,-1.658573123266614,-0.4282895663715396,0.47492303062511265
279,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.5608212316432233,-0.6322497798004878,0.25218138469231566,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.4856196719685344
280,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1.0884598564382273,0.8014231902686461,-0.4681785364239456,1.0149686464989693,0.25075894496049356,-0.4282895663715396,0.034231237184238934
281,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.256600698206235,-0.6322497798004878,-0.7452400445455845,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.6016409430567216
282,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.1979741843401233,-0.6322497798004878,-0.2465293299266344,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.6472460455414876
283,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.429130975528466,-0.6322497798004878,-0.4681785364239456,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.6207809083482554
284,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14269693475011538,-0.6322497798004878,0.25218138469231566,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,0.21499757604872602
285,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.03318260684821928,-0.6322497798004878,2.1916119415437882,-1.5336029705731447,-1.658573123266614,-0.4282895663715396,2.6408109548498038
286,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.853953800973781,-0.6322497798004878,2.247024243168116,0.3778257422309409,0.8872029677028628,2.334868926348074,0.5375414355912422
287,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.3849416900448886,-0.6322497798004878,2.247024243168116,1.0149686464989693,-1.022129100524245,-0.4282895663715396,1.5278574175272754
288,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1979741843401233,0.8014231902686461,-0.7452400445455845,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.7724828554737466
289,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0807211566079002,-0.6322497798004878,0.25218138469231566,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.7965850339890115
290,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.853953800973781,-0.6322497798004878,-0.7452400445455845,-0.8964600663051161,-1.022129100524245,-0.4282895663715396,-0.7781539563008677
291,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6780742593754464,-0.6322497798004878,1.2496028139302158,1.0149686464989693,-1.658573123266614,-0.4282895663715396,2.1715273614055275
292,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7289620734112309,0.8014231902686461,0.25218138469231566,1.0149686464989693,-1.022129100524245,2.334868926348074,1.115757424089804
293,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7842393230012388,-0.6322497798004878,1.748313528549166,1.0149686464989693,0.8872029677028628,-0.4282895663715396,0.5403769860048028
294,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9048416150095656,0.8014231902686461,2.247024243168116,-0.8964600663051161,0.8872029677028628,2.334868926348074,1.544634424140842
295,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.853953800973781,-0.6322497798004878,2.247024243168116,-0.8964600663051161,-1.658573123266614,-0.4282895663715396,2.3707247779581584
296,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.381592425768785,-0.6322497798004878,-0.7452400445455845,1.0149686464989693,-1.658573123266614,-0.4282895663715396,0.49760743393359735
297,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.846215101143454,-0.6322497798004878,-0.9114769494185678,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.7032481662093091
298,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6703355595451194,-0.6322497798004878,-0.2465293299266344,1.0149686464989693,0.25075894496049356,-0.4282895663715396,-0.2679911777277597
299,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.32631517617877703,0.8014231902686461,0.03053217819500452,-0.8964600663051161,0.25075894496049356,-0.4282895663715396,-0.18646910333789302
300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6083597814029043,-0.6322497798004878,-1.2439507591645345,1.0149686464989693,-1.658573123266614,-0.4282895663715396,-0.9213492521856771
301,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5530825318128962,-0.6322497798004878,1.2496028139302158,-1.5336029705731447,0.8872029677028628,-0.4282895663715396,0.18876873472329064
302,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.14269693475011538,0.8014231902686461,0.25218138469231566,-0.8964600663051161,0.8872029677028628,2.334868926348074,-0.6831630174465882
303,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.1979741843401233,0.8014231902686461,-0.9114769494185678,0.3778257422309409,0.8872029677028628,-0.4282895663715396,-0.7916228207652805
304,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.7289620734112309,-0.6322497798004878,2.247024243168116,-0.8964600663051161,-1.022129100524245,-0.4282895663715396,2.4300350407751337
305,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.20906214844655394,-0.6322497798004878,-1.2439507591645345,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.6125105529753704
306,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0298333425721158,-0.6322497798004878,0.7508920993112658,1.0149686464989693,-1.022129100524245,-0.4282895663715396,0.5458117909641272
307,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.20906214844655394,-0.6322497798004878,-0.7452400445455845,0.3778257422309409,0.8872029677028628,-0.4282895663715396,-0.9017366951585497
308,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.0298333425721158,-0.6322497798004878,-1.0777138542915512,1.0149686464989693,0.25075894496049356,-0.4282895663715396,-0.7209703562940627
309,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.2057128841704503,-0.6322497798004878,-0.9668892510428956,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-1.0617089976569258
310,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.3772029902145616,-0.6322497798004878,2.247024243168116,1.0149686464989693,0.25075894496049356,-0.4282895663715396,0.7478447579303187
311,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.9125803148398925,-0.6322497798004878,0.25218138469231566,-1.5336029705731447,0.8872029677028628,-0.4282895663715396,0.7939224521506781
312,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.853953800973781,-0.6322497798004878,0.25218138469231566,1.0149686464989693,-1.022129100524245,-0.4282895663715396,0.16939247356396
313,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9125803148398925,-0.6322497798004878,-0.7452400445455845,0.3778257422309409,-1.022129100524245,-0.4282895663715396,-0.9166233348297428
314,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.5608212316432233,-0.6322497798004878,-1.410187664037518,-0.8964600663051161,-1.658573123266614,2.334868926348074,-0.6299964471923273
315,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3849416900448886,-0.6322497798004878,1.2496028139302158,1.0149686464989693,0.8872029677028628,-0.4282895663715396,-0.1862328074700963
316,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.20132344861622692,-0.6322497798004878,-0.7452400445455845,0.3778257422309409,-1.022129100524245,2.334868926348074,-0.9085892753246545
317,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0807211566079002,-0.6322497798004878,0.25218138469231566,1.0149686464989693,-1.658573123266614,-0.4282895663715396,0.38276764218439374
318,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.32631517617877703,0.8014231902686461,-0.7452400445455845,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.9109522340026216
319,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7367007732415579,0.8014231902686461,-0.4681785364239456,1.0149686464989693,-1.658573123266614,-0.4282895663715396,0.13182143058428228
320,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6780742593754464,0.8014231902686461,0.7508920993112658,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,0.34661437441149634
321,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32631517617877703,-0.6322497798004878,0.25218138469231566,0.3778257422309409,0.8872029677028628,-0.4282895663715396,-0.472623399239715
322,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1504356345804424,-0.6322497798004878,0.25218138469231566,-1.5336029705731447,-1.022129100524245,-0.4282895663715396,-0.12810402399210438
323,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.6780742593754464,-0.6322497798004878,-0.2465293299266344,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.21695127028366926
324,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.025443907017892266,0.8014231902686461,-0.2465293299266344,0.3778257422309409,0.8872029677028628,-0.4282895663715396,-0.7951672587822313
325,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.31857647634845004,0.8014231902686461,-1.0777138542915512,1.0149686464989693,-1.658573123266614,-0.4282895663715396,0.044864551235091116
326,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.1979741843401233,-0.6322497798004878,-0.7452400445455845,1.0149686464989693,-1.022129100524245,-0.4282895663715396,0.8967111546422492
327,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.1504356345804424,-0.6322497798004878,0.25218138469231566,0.3778257422309409,0.8872029677028628,2.334868926348074,-0.6188905414058817
328,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3849416900448886,-0.6322497798004878,1.2496028139302158,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,0.42600978599119266
329,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6780742593754464,-0.6322497798004878,-1.2439507591645345,1.0149686464989693,0.8872029677028628,2.334868926348074,-0.7809895067144283
330,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.484408225118474,0.8014231902686461,0.25218138469231566,1.0149686464989693,-1.022129100524245,-0.4282895663715396,1.1852284092220384
331,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.5021947177771117,0.8014231902686461,-0.2465293299266344,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.49885224056515043
332,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.0298333425721158,-0.6322497798004878,3.2444456724060164,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,1.4661841960323327
333,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.0298333425721158,0.8014231902686461,2.247024243168116,1.0149686464989693,-1.022129100524245,-0.4282895663715396,2.948468174721127
334,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0884598564382273,0.8014231902686461,0.25218138469231566,1.0149686464989693,0.25075894496049356,2.334868926348074,0.2972285380419829
335,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7289620734112309,-0.6322497798004878,-1.2439507591645345,1.0149686464989693,-1.658573123266614,-0.4282895663715396,0.039902338011360096
336,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0884598564382273,-0.6322497798004878,-0.634415441296929,1.0149686464989693,-1.022129100524245,-0.4282895663715396,-0.41473091162951986
337,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0298333425721158,-0.6322497798004878,-0.4681785364239456,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.7075014918296499
338,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6780742593754464,-0.6322497798004878,0.25218138469231566,1.0149686464989693,0.8872029677028628,-0.4282895663715396,0.31825887027589056
339,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3849416900448886,-0.6322497798004878,-0.9114769494185678,-0.8964600663051161,0.8872029677028628,-0.4282895663715396,-0.6203083166126621
340,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.0298333425721158,0.8014231902686461,0.25218138469231566,1.0149686464989693,-1.022129100524245,-0.4282895663715396,0.876153414143935
