index,SHIPPING_LOCATION,DEPARTMENT,CATEGORY,SUBCATEGORY,BREADCRUMBS,SKU,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRICE_CURRENT,PRODUCT_SIZE,PROMOTION,RunDate,tid
340448,78130,Pantry,Soup,Shop all,Pantry/Soup,22573606,https://www.walmart.com/ip/Campbell-s-Condensed-Chicken-Wonton-Soup-10-5-Ounce-Can/22573606?fulfillmentIntent=Pickup,"Campbells Condensed Chicken Wonton Soup, 10.5 Ounce Can",Campbell's Condensed,2.18,2.18,10.5,,2022-09-11 21:20:04,16504252
129195,60007,Beverages,Kids' Multi-Packs,,Beverages/Kids' Multi-Packs,497554449,https://www.walmart.com/ip/Country-Time-Strawberry-Lemonade-Artificially-Flavored-Drink-6-ct-Pack-6-75-fl-oz-Bottles/497554449?fulfillmentIntent=Pickup,"Country Time Strawberry Lemonade Artificially Flavored Drink, 6 ct Pack, 6.75 fl oz Bottles",Country Time,1.8,1.8,6.75,,2022-09-11 21:20:04,16292999
518665,66062,Frozen,Frozen Breakfast,Shop all,Frozen/Frozen Breakfast,256105495,https://www.walmart.com/ip/Eggo-Frozen-Waffles-Double-Chocolatey-11-6-Oz-Box-Frozen/256105495?fulfillmentIntent=Pickup,"Eggo Frozen Waffles, Double Chocolatey, 11.6 Oz, Box, Frozen",Eggo,3.38,3.38,11.6,,2022-09-11 21:20:04,16682469
317140,70072,Meat & Seafood,Fresh Food,Seafood,Meat & Seafood/Fresh Food,155158056,https://www.walmart.com/ip/Fresh-Tilapia-Fillet-0-93-1-12-lb/155158056?fulfillmentIntent=Pickup,"Fresh Tilapia Fillet, 0.93 - 1.12 lb",Hypermart,7.07,7.07,1.12,,2022-09-11 21:20:04,16480944
430748,30044,Coffee,Coffee By Type,Shop All,Coffee/Coffee By Type,10543909,https://www.walmart.com/ip/Caf-Bustelo-Espresso-Style-Dark-Roast-Ground-Coffee-Vacuum-Packed-10-oz-Brick/10543909?fulfillmentIntent=Pickup,"Caf Bustelo, Espresso Style Dark Roast Ground Coffee, Vacuum-Packed 10 oz. Brick",Cafe Bustelo,3.76,3.76,10,,2022-09-11 21:20:04,16594552
97447,75211,Dairy & Eggs,Cheese,,Dairy & Eggs/Cheese,14089235,https://www.walmart.com/ip/Kraft-Mozzarella-Cheese-8-oz-Block/14089235?fulfillmentIntent=Pickup,"Kraft Mozzarella Cheese, 8 oz Block",Kraft,2.98,2.98,8,,2022-09-11 21:20:04,16261251
243741,79936,Breakfast & Cereal,Breakfast Beverages,Cocoa,Breakfast & Cereal/Breakfast Beverages,10311957,https://www.walmart.com/ip/HERSHEY-S-Naturally-Unsweetened-Sugar-Free-Cocoa-Gluten-Free-Baking-Supplies-16-oz-Container/10311957?fulfillmentIntent=Pickup,"HERSHEY'S, Naturally Unsweetened Sugar Free Cocoa, Gluten Free Baking Supplies, 16 oz, Container",Hershey's,6.84,6.84,16,,2022-09-11 21:20:04,16407545
77898,79936,Baking,Easy to make,,Baking/Easy to make,38065267,https://www.walmart.com/ip/Fleischmann-s-Simply-Homemade-Corn-Bread-15-Ounce/38065267?fulfillmentIntent=Pickup,Fleischmann's Simply Homemade Corn Bread 15 Ounce.,Fleischmann's,1.93,1.93,15,,2022-09-11 21:20:04,16241702
552975,89108,Candy,Chocolate,,Candy/Chocolate,1217896910,https://www.walmart.com/ip/Nestle-Toll-House-Chocolate-Lava-Cake-Flavored-Baking-Truffles-8-oz/1217896910?fulfillmentIntent=Pickup,"Nestle Toll House Chocolate Lava Cake Flavored Baking Truffles,  8 oz",Nestlé Toll House,3.48,3.48,8,,2022-09-11 21:20:04,16716779
254956,60007,Meat & Seafood,Fresh Food,Deli meat & cheese,Meat & Seafood/Fresh Food,47088938,https://www.walmart.com/ip/Hillshire-Farm-Uncured-Hard-Salami-Ultra-Thin-Sliced-Lunch-Meat-7-oz/47088938?fulfillmentIntent=Pickup,"Hillshire Farm Uncured Hard Salami Ultra Thin Sliced Lunch Meat, 7 oz",Hillshire Farm,4.5,4.5,7,,2022-09-11 21:20:04,16418760
224805,23111,Breakfast & Cereal,Dairy & Eggs,Cheese,Breakfast & Cereal/Dairy & Eggs,899029935,https://www.walmart.com/ip/Cracker-Barrel-Rich-Bold-Cheddar-Jack-Marbled-Cheese-Cubes-6-oz-Bag/899029935?fulfillmentIntent=Pickup,"Cracker Barrel Rich & Bold Cheddar Jack Marbled Cheese Cubes, 6 oz Bag",Cracker Barrel,3.58,3.58,6,,2022-09-11 21:20:04,16388609
330297,78130,Frozen,Frozen Produce,Shop all,Frozen/Frozen Produce,54049486,https://www.walmart.com/ip/Birds-Eye-Steamfresh-Frozen-Whole-Grean-Beans-10-8-oz/54049486?fulfillmentIntent=Pickup,"Birds Eye Steamfresh Frozen Whole Grean Beans, 10.8 oz",Birdseye,2.52,2.52,10.8,,2022-09-11 21:20:04,16494101
220142,45011,Meat & Seafood,Fresh Food,Cake and cupcakes,Meat & Seafood/Fresh Food,49933052,https://www.walmart.com/ip/Freshness-Guaranteed-Confetti-Mini-Cupcakes-10-oz-12-Count/49933052?fulfillmentIntent=Pickup&athbdg=L1200,"Freshness Guaranteed Confetti Mini Cupcakes, 10 oz, 12 Count",Freshness Guaranteed,3.98,3.98,10,,2022-09-11 21:20:04,16383946
214082,66062,Breakfast & Cereal,Breakfast Breads,"Biscuits, Doughs & Rolls",Breakfast & Cereal/Breakfast Breads,23511056,https://www.walmart.com/ip/Pillsbury-Cinnamon-Rolls-with-Original-Icing-2-Pack-16-Count/23511056?fulfillmentIntent=Pickup,"Pillsbury Cinnamon Rolls with Original Icing, 2-Pack, 16 Count",Pillsbury,5.68,5.68,,,2022-09-11 21:20:04,16377886
397296,44035,Frozen,Frozen Desserts,Shop all,Frozen/Frozen Desserts,105628625,https://www.walmart.com/ip/Ben-Jerry-s-Non-Dairy-Cherry-Garcia-Frozen-Dessert-Pint-16-oz/105628625?fulfillmentIntent=Pickup&athbdg=L1300,Ben & Jerry's Non-Dairy Cherry Garcia Frozen Dessert Pint 16 oz,Ben & Jerry's,4.48,3.98,16,,2022-09-11 21:20:04,16561100
222041,78130,Pantry,Emergency & Institutional food,Camping food,Pantry/Emergency & Institutional food,267891076,https://www.walmart.com/ip/Mountain-House-Scrambled-Eggs-with-Bacon-Gluten-Free-Freeze-Dried-Food-1-Serving/267891076?fulfillmentIntent=Pickup,"Mountain House Scrambled Eggs with Bacon, Gluten-Free, Freeze-Dried Food, 1 Serving",Mountain House,7.97,7.97,,,2022-09-11 21:20:04,16385845
415073,33647,Pantry,Pasta & pizza,Shop all,Pantry/Pasta & pizza,163808899,https://www.walmart.com/ip/Great-Value-Beef-Pasta-Skillet-Dinner-5-6-oz/163808899?fulfillmentIntent=Pickup,"Great Value Beef Pasta Skillet Dinner, 5.6 oz",Great Value,1.12,1.12,5.6,,2022-09-11 21:20:04,16578877
247629,75211,Coffee,Coffee Accessories,Coffee Makers,Coffee/Coffee Accessories,101857313,https://www.walmart.com/ip/Mr-Coffee-12-Cup-Programmable-Coffeemaker-Rapid-Brew-Red/101857313?fulfillmentIntent=Pickup&athbdg=L1600,"Mr. Coffee 12-Cup Programmable Coffeemaker, Rapid Brew, Red",Mr. Coffee,34.97,34.97,,,2022-09-11 21:20:04,16411433
164307,75052,Candy,Gum,,Candy/Gum,12166271,https://www.walmart.com/ip/Eclipse-Spearmint-Sugar-Free-Chewing-Gum-Bulk-Pack-60-ct-Bottle/12166271?fulfillmentIntent=Pickup,Eclipse Spearmint Sugar Free Chewing Gum Bulk Pack - 60 ct Bottle,Eclipse,3.46,3.46,60,,2022-09-11 21:20:04,16328111
92978,60007,Baking,Easy to make,,Baking/Easy to make,13812808,https://www.walmart.com/ip/Jell-O-Vanilla-Instant-Pudding-Mix-Pie-Filling-5-1-oz-Box/13812808?fulfillmentIntent=Pickup,"Jell-O Vanilla Instant Pudding Mix & Pie Filling, 5.1 oz. Box",Jell-O,1.78,1.78,5.1,,2022-09-11 21:20:04,16256782
317539,63376,Bakery & Bread,Pies,"Pumpkin, Pecan & Custard Pies",Bakery & Bread/Pies,47386256,https://www.walmart.com/ip/Patti-LaBelle-8-inch-Sweet-Potato-Pie-21-oz/47386256?fulfillmentIntent=Pickup&athbdg=L1200,Patti LaBelle 8 inch Sweet Potato Pie 21 oz.,Patti LaBelle,4.98,4.98,21,,2022-09-11 21:20:04,16481343
363765,30044,Pantry,International foods,Shop all,Pantry/International foods,133305079,https://www.walmart.com/ip/Queso-Melt-Jalapeno-Dip-10-oz/133305079?fulfillmentIntent=Pickup,"Queso Melt Jalapeno Dip, 10 oz.",Queso-Melt,4.62,4.62,10,,2022-09-11 21:20:04,16527569
142754,53215,Deli,Prepared Meals & Sides,,Deli/Prepared Meals & Sides,10311853,https://www.walmart.com/ip/HORMEL-SQUARE-TABLE-Italian-Seasoned-Roast-Beef-Au-Jus-Savory-Sauce-Refrigerated-Entr-e-15-oz/10311853?fulfillmentIntent=Pickup,"HORMEL SQUARE TABLE Italian Seasoned Roast Beef Au Jus & Savory Sauce Refrigerated Entre, 15 oz",Hormel,7.67,7.67,15,,2022-09-11 21:20:04,16306558
226023,77449,Breakfast & Cereal,Dairy & Eggs,Cheese,Breakfast & Cereal/Dairy & Eggs,10295582,https://www.walmart.com/ip/Kraft-Parmesan-Romano-Grated-Cheese-8-oz-Shaker/10295582?fulfillmentIntent=Pickup,"Kraft Parmesan & Romano Grated Cheese, 8 oz Shaker",Kraft,4.14,4.14,8,,2022-09-11 21:20:04,16389827
87595,75211,Deli,Specialty Cheeses & Meats,,Deli/Specialty Cheeses & Meats,49463560,https://www.walmart.com/ip/Cracker-Barrel-Cracker-Cuts-Pepper-Jack-Cheddar-Jack-Asiago-Extra-Sharp-Cheddar-Cheese-Slice-Variety-Pack-48-ct-Tray/49463560?fulfillmentIntent=Pickup&athbdg=L1600,"Cracker Barrel Cracker Cuts Pepper Jack, Cheddar Jack, Asiago & Extra Sharp Cheddar Cheese Slice Variety Pack, 48 ct Tray",Cracker Barrel,8.48,8.48,48,,2022-09-11 21:20:04,16251399
43206,33647,Dairy & Eggs,Milk,,Dairy & Eggs/Milk,10415722,https://www.walmart.com/ip/Great-Value-Instant-Nonfat-Dry-Milk-25-6-oz/10415722?fulfillmentIntent=Pickup,"Great Value Instant Nonfat Dry Milk, 25.6 oz",Great Value,8.43,8.43,25.6,,2022-09-11 21:20:04,16207010
81865,15601,Snacks,Beef Jerky,,Snacks/Beef Jerky,790776302,https://www.walmart.com/ip/Great-Value-5-85-ounce-Zero-Sugar-Original-Beef-Jerky/790776302?fulfillmentIntent=Pickup,Great Value 5.85 ounce Zero Sugar Original Beef Jerky,Great Value,7.88,7.88,5.85,,2022-09-11 21:20:04,16245669
178664,48180,Snacks,Chips,,Snacks/Chips,786004155,https://www.walmart.com/ip/Doritos-Nacho-Cheese-Flavored-Tortilla-Chips-9-25-oz-Bag/786004155?fulfillmentIntent=Pickup&athbdg=L1600,"Doritos Nacho Cheese Flavored Tortilla Chips, 9.25 oz Bag",Doritos,3.98,3.98,9.25,,2022-09-11 21:20:04,16342468
214672,48180,Meat & Seafood,Fresh Food,Beef & Lamb,Meat & Seafood/Fresh Food,10315840,https://www.walmart.com/ip/Sam-s-Choice-Angus-Bacon-Aged-Cheddar-Beef-Patties-6-Count-2-lb-Frozen/10315840?fulfillmentIntent=Pickup,"Sam's Choice Angus Bacon & Aged Cheddar Beef Patties, 6 Count, 2 lb (Frozen)",Sam's Choice,9.96,9.96,2,,2022-09-11 21:20:04,16378476
154553,85225,Candy,Chocolate,,Candy/Chocolate,406455160,https://www.walmart.com/ip/3-Musketeers-Fun-Size-Chocolate-Halloween-Candy-Bars-18-41-oz-Bag/406455160?fulfillmentIntent=Pickup,3 Musketeers Fun Size Chocolate Halloween Candy Bars - 18.41 oz Bag,3 Musketeers,6.48,6.48,18.41,,2022-09-11 21:20:04,16318357
490275,89108,Pantry,Cooking oils & vinegars,Shop all,Pantry/Cooking oils & vinegars,484799986,https://www.walmart.com/ip/Fatworks-Premium-Pork-Cooking-Oil-14-oz-Jar/484799986?fulfillmentIntent=Pickup,"Fatworks Premium Pork Cooking Oil, 14 oz Jar",Fatworks,13.97,13.97,14,,2022-09-11 21:20:04,16654079
139478,33647,Candy,Multipacks & bags,,Candy/Multipacks & bags,979650135,https://www.walmart.com/ip/Dove-Promises-Dark-Chocolate-Candy-8-46-oz-Bag/979650135?fulfillmentIntent=Pickup&athbdg=L1600,Dove Promises Dark Chocolate Candy - 8.46 oz Bag,DOVE Chocolate,4.98,4.98,8.46,,2022-09-11 21:20:04,16303282
298840,90650,Bakery & Bread,Sweet Treats,Muffins & Cakes,Bakery & Bread/Sweet Treats,577704886,https://www.walmart.com/ip/Adult-Unisex-Cupcake-Halloween-Costume-O-S/577704886?fulfillmentIntent=Pickup,Adult Unisex Cupcake Halloween Costume O/S,Hostess,24.97,24.97,,,2022-09-11 21:20:04,16462644
134739,33647,Candy,Chocolate,,Candy/Chocolate,119732481,https://www.walmart.com/ip/Hershey-s-Cookies-n-Creme-King-Size-Candy-Full-size-2-6-oz-Bar/119732481?fulfillmentIntent=Pickup,"Hershey's, Cookies 'n' Creme King Size Candy, Full size, 2.6 oz, Bar",Hershey's,1.98,1.98,2.6,,2022-09-11 21:20:04,16298543
156160,66062,Dairy & Eggs,Milk,,Dairy & Eggs/Milk,10535550,https://www.walmart.com/ip/Imperial-Dragon-Coconut-Milk-13-5-fl-oz/10535550?fulfillmentIntent=Pickup,"Imperial Dragon Coconut Milk, 13.5 fl oz",Imperial Dragon,1.82,1.82,13.5,,2022-09-11 21:20:04,16319964
102347,30044,Beverages,Great Value Beverages,,Beverages/Great Value Beverages,22210898,https://www.walmart.com/ip/Great-Value-Diet-Cranberry-Juice-Beverage-64-fl-oz/22210898?fulfillmentIntent=Pickup,"Great Value Diet Cranberry Juice Beverage, 64 fl oz",Great Value,2.54,2.54,64,,2022-09-11 21:20:04,16266151
252360,44035,Bakery & Bread,Cakes & Cupcakes,Cupcakes & Cake Bites,Bakery & Bread/Cakes & Cupcakes,836809947,https://www.walmart.com/ip/Miss-to-Mrs-Cupcake-Cake/836809947?fulfillmentIntent=Pickup,Miss to Mrs. Cupcake Cake,Freshness Guaranteed,23.98,23.98,,,2022-09-11 21:20:04,16416164
557402,48180,Alcohol,Spirits,Cocktails,Alcohol/Spirits,38376025,https://www.walmart.com/ip/Jose-Cuervo-Strawberry-Margarita-Mix-59-2-fl-oz/38376025?fulfillmentIntent=Pickup,Jose Cuervo Strawberry Margarita Mix 59.2 fl oz-,Jose Cuervo,7.98,7.98,59.2,,2022-09-11 21:20:04,16721206
106518,60007,Snacks,Chips,,Snacks/Chips,250572990,https://www.walmart.com/ip/Sensible-Portions-Sweet-Salty-Cinnamon-Apple-Sea-Salt-Garden-Veggie-Straws-0-75-oz-12-Count-Variety-Pack/250572990?fulfillmentIntent=Pickup,"Sensible Portions Sweet & Salty Cinnamon Apple & Sea Salt Garden Veggie Straws, 0.75 oz, 12 Count Variety Pack",Sensible Portions,7.68,7.68,0.75,,2022-09-11 21:20:04,16270322
362845,30044,Pantry,International foods,Shop all,Pantry/International foods,23597921,https://www.walmart.com/ip/Ol-Mexican-Foods-Xtreme-Wellness-Spinach-Herbs-Tortilla-Wraps-8-count-12-7-oz/23597921?fulfillmentIntent=Pickup,"Ol Mexican Foods Xtreme Wellness! Spinach & Herbs Tortilla Wraps, 8 count, 12.7 oz",Olé Mexican Foods,4.28,4.28,12.7,,2022-09-11 21:20:04,16526649
263785,72034,Breakfast & Cereal,Dairy & Eggs,Eggs,Breakfast & Cereal/Dairy & Eggs,48319449,https://www.walmart.com/ip/Marketside-Large-Cage-Free-Brown-Eggs-36-Oz-18-Ct/48319449?fulfillmentIntent=Pickup,"Marketside Large Cage Free Brown Eggs, 36 Oz, 18 Ct",Marketside,4.98,4.98,36,,2022-09-11 21:20:04,16427589
152874,85225,Candy,Gum,,Candy/Gum,48714335,https://www.walmart.com/ip/Extra-Polar-Ice-Sugar-Free-Chewing-Gum-Bulk-15-ct-8-Pack/48714335?fulfillmentIntent=Pickup,Extra Polar Ice Sugar Free Chewing Gum Bulk - 15 ct (8 Pack),Extra,8.28,8.28,15,,2022-09-11 21:20:04,16316678
112091,23223,Beverages,Juices,,Beverages/Juices,143604234,https://www.walmart.com/ip/Welch-s-Fruit-Punch-Juice-Cocktail-96-fl-oz-Bottle/143604234?fulfillmentIntent=Pickup,"Welch's Fruit Punch Juice Cocktail, 96 fl oz Bottle",Welch's,3.88,3.88,96,,2022-09-11 21:20:04,16275895
539611,44035,Breakfast & Cereal,Breakfast Beverages,Tea,Breakfast & Cereal/Breakfast Beverages,514060332,https://www.walmart.com/ip/Rapid-Fire-SlimTea-Lemon-Herbal-Tea-Bags-14-Ct/514060332?fulfillmentIntent=Pickup,"Rapid Fire SlimTea Lemon Herbal Tea Bags, 14 Ct",Rapid Fire,5.96,5.96,14,,2022-09-11 21:20:04,16703415
165067,75052,Candy,Chocolate,,Candy/Chocolate,48057740,https://www.walmart.com/ip/KIT-KAT-Milk-Chocolate-Snack-Size-Wafer-Candy-Individually-Wrapped-0-49-oz-Bars-5-Count/48057740?fulfillmentIntent=Pickup,"KIT KAT, Milk Chocolate Snack Size Wafer Candy, Individually Wrapped, 0.49 oz, Bars (5 Count)",KITKAT,1.18,1.18,0.49,,2022-09-11 21:20:04,16328871
455221,33012,Pantry,Canned goods,Shop all,Pantry/Canned goods,40711131,https://www.walmart.com/ip/Mott-s-Applesauce-4-oz-cups-18-count/40711131?fulfillmentIntent=Pickup,"Mott's Applesauce, 4 oz cups, 18 count",Mott's,6.88,6.88,4,,2022-09-11 21:20:04,16619025
61474,70072,Deli,Prepared Meals & Sides,,Deli/Prepared Meals & Sides,10294978,https://www.walmart.com/ip/Buitoni-Four-Cheese-Ravioli-Refrigerated-Pasta-20-oz-Family-Size-Package/10294978?fulfillmentIntent=Pickup,"Buitoni Four Cheese Ravioli, Refrigerated Pasta, 20 oz Family Size Package",Buitoni,7.58,7.58,20,,2022-09-11 21:20:04,16225278
545604,48180,Breakfast & Cereal,Breakfast Breads,Toast,Breakfast & Cereal/Breakfast Breads,218998415,https://www.walmart.com/ip/Extraordinary-Bites-Wheat-Bread/218998415?fulfillmentIntent=Pickup,Extraordinary Bites Wheat Bread,Extraordinary Bites,6.9,6.9,,,2022-09-11 21:20:04,16709408
326851,66062,Pantry,Pasta & pizza,Shop all,Pantry/Pasta & pizza,889345211,https://www.walmart.com/ip/Bertolli-Traditional-Marinara-Sauce-with-Italian-Herbs-and-Fresh-Garlic-Authentic-Tuscan-Style-Pasta-Sauce-Made-with-Vine-Ripened-Tomatoes-24-OZ/889345211?fulfillmentIntent=Pickup,"Bertolli Traditional Marinara Sauce with Italian Herbs and Fresh Garlic, Authentic Tuscan Style Pasta Sauce Made with Vine-Ripened Tomatoes, 24 OZ",Bertolli,2.48,2.48,24,,2022-09-11 21:20:04,16490655
122273,90650,Baking,Sugars & Sweeteners,,Baking/Sugars & Sweeteners,10290721,https://www.walmart.com/ip/C-H-Premium-Cane-Powdered-Sugar-2-lb/10290721?fulfillmentIntent=Pickup,"C&H Premium Cane Powdered Sugar, 2 lb",C&H,2.88,2.88,2,,2022-09-11 21:20:04,16286077
105141,60007,Snacks,Granola Bars,,Snacks/Granola Bars,993059917,https://www.walmart.com/ip/Kellogg-s-Rice-Krispies-Treats-Marshmallow-Snack-Bars-Variety-Pack-16-Ct-12-1-Oz-Box/993059917?fulfillmentIntent=Pickup,"Kellogg's Rice Krispies Treats Marshmallow Snack Bars, Variety Pack, 16 Ct, 12.1 Oz, Box",Rice Krispies Treats,4.72,4.72,12.1,,2022-09-11 21:20:04,16268945
486516,75211,Pantry,Condiments,Shop all,Pantry/Condiments,10448054,https://www.walmart.com/ip/Claussen-Kosher-Dill-Pickle-Halves-32-fl-oz-Jar/10448054?fulfillmentIntent=Pickup,"Claussen Kosher Dill Pickle Halves, 32 fl. oz. Jar",Claussen,4.66,4.66,32,,2022-09-11 21:20:04,16650320
251102,75052,Breakfast & Cereal,Breakfast Beverages,Coffee,Breakfast & Cereal/Breakfast Beverages,55511334,https://www.walmart.com/ip/Cinnabon-Classic-Cinnamon-Roll-Flavored-K-Cup-Coffee-Pods-Light-Roast-24-Count-for-Keurig-Brewers/55511334?fulfillmentIntent=Pickup,"Cinnabon Classic Cinnamon Roll Flavored K-Cup Coffee Pods, Light Roast, 24 Count for Keurig Brewers",Cinnabon,14.92,14.92,,,2022-09-11 21:20:04,16414906
191316,48180,Candy,Chocolate,,Candy/Chocolate,33282364,https://www.walmart.com/ip/Snickers-Milk-Chocolate-Candy-Bars-Share-Size-3-29-oz/33282364?fulfillmentIntent=Pickup,"Snickers Milk Chocolate Candy Bars, Share Size - 3.29 oz",Snickers,1.98,1.98,3.29,,2022-09-11 21:20:04,16355120
413505,33647,Pantry,Canned goods,Shop all,Pantry/Canned goods,10315051,https://www.walmart.com/ip/Great-Value-Whole-Mandarin-Oranges-in-Light-Syrup-11-oz/10315051?fulfillmentIntent=Pickup,"Great Value Whole Mandarin Oranges in Light Syrup, 11 oz",Great Value,0.98,0.98,11,,2022-09-11 21:20:04,16577309
334477,78130,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,34701147,https://www.walmart.com/ip/Farm-Rich-Breaded-Mozzarella-Cheese-Sticks-High-Protein-Snack-Frozen-24-oz/34701147?fulfillmentIntent=Pickup,"Farm Rich Breaded Mozzarella Cheese Sticks, High Protein Snack, Frozen, 24 oz",Farm Rich,6.68,6.68,24,,2022-09-11 21:20:04,16498281
193539,94565,Candy,Gummy & chewy candy,,Candy/Gummy & chewy candy,355080781,https://www.walmart.com/ip/Skittles-Starburst-Chewy-Variety-Pack-Halloween-Candy-18-Count-Box/355080781?fulfillmentIntent=Pickup,"Skittles & Starburst Chewy Variety Pack Halloween Candy, 18 Count Box",Mixed,14.48,14.48,,,2022-09-11 21:20:04,16357343
362032,77449,Pantry,Cooking oils & vinegars,Shop all,Pantry/Cooking oils & vinegars,178361893,https://www.walmart.com/ip/Iberia-Premium-Blend-Sunflower-Oil-Extra-Virgin-Olive-Oil-51-fl-oz/178361893?fulfillmentIntent=Pickup,"Iberia Premium Blend Sunflower Oil & Extra Virgin Olive Oil, 51 fl oz",Iberia,8.94,8.94,51,,2022-09-11 21:20:04,16525836
386494,23111,Pantry,Packaged meals & side dishes,Shop all,Pantry/Packaged meals & side dishes,10295740,https://www.walmart.com/ip/Kraft-Three-Cheese-Macaroni-and-Cheese-Dinner-with-Mini-Shell-Pasta-7-25-oz-Box/10295740?fulfillmentIntent=Pickup,"Kraft Three Cheese Macaroni and Cheese Dinner with Mini-Shell Pasta, 7.25 oz Box",Kraft,1.12,1.12,7.25,,2022-09-11 21:20:04,16550298
470535,94565,Pantry,Condiments,Shop all,Pantry/Condiments,10319656,https://www.walmart.com/ip/Lawry-s-Marinade-Teriyaki-Pinapple-12-fl-oz/10319656?fulfillmentIntent=Pickup,"Lawry's Marinade Teriyaki Pinapple, 12 fl oz",Lawry's,2.58,2.58,12,,2022-09-11 21:20:04,16634339
359250,45011,Fresh Produce,Plant-based Protein & Tofu,Shop all,Fresh Produce/Plant-based Protein & Tofu,780618107,https://www.walmart.com/ip/Lightlife-Plant-Based-Frozen-Burger/780618107?fulfillmentIntent=Pickup,Lightlife Plant Based Frozen Burger,Lightlife,3.86,3.86,,,2022-09-11 21:20:04,16523054
253621,78130,Coffee,Coffee Accessories,Coffee Mugs,Coffee/Coffee Accessories,655533173,https://www.walmart.com/ip/15-5-fl-oz-Stoneware-Blue-Marble-Travel-Mug-with-Silicone-Base-and-Leak-Proof-Lid/655533173?fulfillmentIntent=Pickup,15.5 fl oz. Stoneware Blue Marble Travel Mug with Silicone Base and Leak Proof Lid,Home Essentials,4.94,4.94,15.5,,2022-09-11 21:20:04,16417425
129984,60007,Beverages,Sparkling Water,,Beverages/Sparkling Water,10452357,https://www.walmart.com/ip/Clear-American-Sparkling-Water-Strawberry-33-8-fl-oz/10452357?fulfillmentIntent=Pickup,"Clear American Sparkling Water, Strawberry, 33.8 fl oz",Clear American,0.7,0.7,33.8,,2022-09-11 21:20:04,16293788
119695,79936,Beverages,Drink Mixes,,Beverages/Drink Mixes,17619702,https://www.walmart.com/ip/Concord-Foods-Concord-Foods-Fresh-Success-Smoothie-Mix-1-3-oz/17619702?fulfillmentIntent=Pickup,"Concord Foods Concord Foods Fresh Success Smoothie Mix, 1.3 oz",Concord Foods,0.92,0.92,1.3,,2022-09-11 21:20:04,16283499
206290,89108,Bakery & Bread,Cookies & Brownies,Bakery Cookies,Bakery & Bread/Cookies & Brownies,604747116,https://www.walmart.com/ip/Freshness-Guaranteed-Carrot-Cake-Sandwich-Cookies-16-Count/604747116?fulfillmentIntent=Pickup,"Freshness Guaranteed Carrot Cake Sandwich Cookies, 16 Count",Freshness Guaranteed,5.98,5.98,,,2022-09-11 21:20:04,16370094
82783,75211,Meat & Seafood,Game Time Faves,,Meat & Seafood/Game Time Faves,55490173,https://www.walmart.com/ip/Great-Value-Frozen-Raw-Super-Colossal-Shell-on-Tail-on-Easy-Peel-Shrimp-16-oz-13-15-count-per-lb/55490173?fulfillmentIntent=Pickup&athbdg=L1300,"Great Value Frozen Raw Super Colossal Shell-on Tail-on Easy Peel Shrimp, 16 oz (13-15 count per lb)",Aqua Star,10.88,9.78,16,,2022-09-11 21:20:04,16246587
97232,79936,Beverages,Juices,,Beverages/Juices,767498500,https://www.walmart.com/ip/Simply-Apple-Juice-52-fl-oz/767498500?fulfillmentIntent=Pickup,"Simply Apple Juice, 52 fl oz",simply...,3.98,3.98,52,,2022-09-11 21:20:04,16261036
449920,70072,Pantry,Packaged meals & side dishes,Shop all,Pantry/Packaged meals & side dishes,17283448,https://www.walmart.com/ip/Amy-s-Organic-Canned-Chili-with-Vegetables-Prepared-Soup-14-7-oz/17283448?fulfillmentIntent=Pickup,"Amy's Organic Canned Chili with Vegetables, Prepared Soup, 14.7 oz",Amy's Kitchen,3.48,3.48,14.7,,2022-09-11 21:20:04,16613724
562036,63376,Alcohol,Wine,Red Wine,Alcohol/Wine,120796185,https://www.walmart.com/ip/Bogle-Cabernet-Sauvignon-Wine-750-mL-Bottle/120796185?fulfillmentIntent=Pickup,"Bogle Cabernet Sauvignon Wine, 750 mL Bottle",BOGLE,9.98,9.98,750,,2022-09-11 21:20:04,16725840
285850,77449,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,457417654,https://www.walmart.com/ip/Great-Value-Cranberry-Pineapple-Juice-Cocktail-Family-Size-128-fl-oz/457417654?fulfillmentIntent=Pickup,"Great Value Cranberry Pineapple Juice Cocktail Family Size, 128 fl oz",Great Value,4.98,4.98,128,,2022-09-11 21:20:04,16449654
373078,23223,Frozen,Frozen Meat & Seafood,Shop all,Frozen/Frozen Meat & Seafood,502526528,https://www.walmart.com/ip/SIMULATE-NUGGS-Plant-Based-Chicken-Nuggets-10-4oz-Frozen/502526528?fulfillmentIntent=Pickup,"SIMULATE NUGGS - Plant-Based Chicken Nuggets, 10.4oz (Frozen)",Simulate Nuggs,4.28,4.28,10.4,,2022-09-11 21:20:04,16536882
11298,89108,Candy,Gum,,Candy/Gum,643420507,https://www.walmart.com/ip/Extra-Sweet-Watermelon-Sugar-Free-Chewing-Gum-Pack-35-sticks/643420507?fulfillmentIntent=Pickup,Extra Sweet Watermelon Sugar Free Chewing Gum Pack - 35 sticks,Extra,2.98,2.98,,,2022-09-11 21:20:04,16175102
