2022-07-20/10:41:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:17:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:17:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:17:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:17:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:17:55		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:17:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:17:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:04		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:09		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:11		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:13		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:25		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:30		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:32		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:34		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:39		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:43		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:45		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:50		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:52		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:18:58		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:03		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:14		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:16		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:19		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:25		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:27		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:29		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:31		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:35		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:40		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:42		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:55		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:19:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:03		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:14		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:16		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:19		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:22		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:27		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:30		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:32		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:34		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:39		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:43		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:45		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:55		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:20:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:21:00		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:28:38		Error while inserting in table due to: errors={'494fef01-7e2b-406a-8b1d-f98501f8ed0c-asia-south1.db.astra.datastax.com:29042:248e08a8-497f-4a3f-858a-a967a896191b': 'Client request timeout. See Session.execute[_async](timeout)'}, last_host=494fef01-7e2b-406a-8b1d-f98501f8ed0c-asia-south1.db.astra.datastax.com:29042:248e08a8-497f-4a3f-858a-a967a896191b 
2022-07-20/14:28:38		Failed to insert into the database raw_data.csv
2022-07-20/14:30:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:04		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:07		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:20		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:25		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:31		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:34		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:37		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:43		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:46		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:48		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:50		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:30:58		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:03		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:13		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:20		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:25		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:30		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:46		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:31:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:04		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:09		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:31		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:34		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:39		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:52		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:32:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:04		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:07		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:17		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:19		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:22		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:25		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:30		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:35		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:43		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:46		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:48		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:50		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:33:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:05		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:29		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:32		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:34		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:37		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:39		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:42		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:52		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:55		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:34:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:05		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:11		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:13		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:16		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:31		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:43		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:46		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:48		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:35:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:05		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:13		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:30		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:39		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:42		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:36:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:04		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:07		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:20		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:31		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:35		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:43		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:45		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:48		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:37:58		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:00		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:03		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:11		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:13		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:16		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:29		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:32		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:35		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:37		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:40		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:43		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:45		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:48		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:50		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:38:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:03		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:09		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:18		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:23		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:25		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:30		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:35		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:46		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:48		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:53		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:39:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:05		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:07		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:09		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:14		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:17		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:19		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:22		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:25		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:28		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:31		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:33		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:35		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:39		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:46		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:51		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:40:59		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:03		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:14		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:17		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:19		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:22		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:24		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:27		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:29		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:32		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:34		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:36		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:41		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:44		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:46		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:52		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:56		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:41:58		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:01		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:04		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:06		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:08		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:10		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:12		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:15		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:17		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:19		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:24		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:26		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:29		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:31		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:34		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:35		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:38		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:40		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:42		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:45		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:47		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:49		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:52		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:54		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:42:57		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:00		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:02		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:05		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:07		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:09		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:11		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:14		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:17		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:19		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:21		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:24		 raw_data.csv: Entry loaded successfully!!
2022-07-20/14:43:26		 raw_data.csv: Entry loaded successfully!!
